Date,Test_Executed,Test_Passed,Test_Failed,Pass_Rate(%),Open_Bugs,Critical_Bugs,Code_Coverage
2024-08-22,150,141,9,94.0,15,3,59.1
2024-08-24,121,111,10,91.74,14,4,59.2
2024-08-27,142,137,5,96.48,18,8,59.4
2024-08-30,83,65,18,78.31,16,7,59.6
2024-09-02,156,137,19,87.82,16,1,59.7
2024-09-04,121,105,16,86.78,20,5,59.9
2024-09-06,121,116,5,95.87,11,8,60.1
2024-09-09,115,89,26,77.39,12,1,60.2
2024-09-12,120,110,10,91.67,24,8,60.4
2024-09-14,173,165,8,95.38,17,6,60.6
2024-09-15,128,107,21,83.59,7,4,60.7
2024-09-16,174,159,15,91.38,22,5,60.9
2024-09-18,102,81,21,79.41,6,1,61.0
2024-09-19,138,109,29,78.99,27,0,61.2
2024-09-21,153,125,28,81.7,12,7,61.4
2024-09-23,119,91,28,76.47,28,2,61.5
2024-09-26,110,103,7,93.64,17,5,61.7
2024-09-27,132,105,27,79.55,7,8,61.9
2024-09-29,139,117,22,84.17,10,7,62.0
2024-09-30,90,74,16,82.22,28,5,62.2
2024-10-01,81,54,27,66.67,5,5,62.4
2024-10-03,155,149,6,96.13,22,7,62.5
2024-10-05,175,170,5,97.14,14,0,62.7
2024-10-06,118,93,25,78.81,16,3,62.9
2024-10-08,156,133,23,85.26,18,1,63.0
2024-10-09,122,114,8,93.44,27,6,63.2
2024-10-11,170,151,19,88.82,14,7,63.4
2024-10-12,156,147,9,94.23,25,3,63.5
2024-10-15,149,137,12,91.95,6,8,63.7
2024-10-16,83,71,12,85.54,20,9,63.9
2024-10-17,177,166,11,93.79,8,8,64.0
2024-10-19,130,112,18,86.15,5,0,64.2
2024-10-21,144,121,23,84.03,24,5,64.4
2024-10-24,95,76,19,80.0,6,3,64.5
2024-10-25,167,158,9,94.61,17,8,64.7
2024-10-28,96,87,9,90.62,15,7,64.9
2024-10-30,84,79,5,94.05,28,8,65.0
2024-10-31,81,73,8,90.12,20,1,65.2
2024-11-03,164,152,12,92.68,28,8,65.4
2024-11-04,91,78,13,85.71,14,0,65.5
2024-11-05,157,136,21,86.62,20,1,65.7
2024-11-07,176,167,9,94.89,5,0,65.9
2024-11-10,156,130,26,83.33,15,7,66.0
2024-11-13,169,163,6,96.45,6,8,66.2
2024-11-14,130,124,6,95.38,19,2,66.4
2024-11-16,122,117,5,95.9,10,8,66.5
2024-11-18,175,162,13,92.57,20,6,66.7
2024-11-21,135,106,29,78.52,26,5,66.9
2024-11-24,126,103,23,81.75,27,5,67.0
2024-11-26,107,81,26,75.7,17,5,67.2
2024-11-28,146,141,5,96.58,13,1,67.3
2024-11-30,118,107,11,90.68,5,5,67.5
2024-12-02,152,133,19,87.5,5,3,67.7
2024-12-04,101,84,17,83.17,15,5,67.8
2024-12-06,114,106,8,92.98,28,9,68.0
2024-12-07,161,144,17,89.44,25,7,68.2
2024-12-09,154,137,17,88.96,27,9,68.3
2024-12-11,94,68,26,72.34,17,8,68.5
2024-12-14,139,129,10,92.81,16,1,68.7
2024-12-16,117,96,21,82.05,9,9,68.8
2024-12-19,173,145,28,83.82,9,0,69.0
2024-12-20,116,97,19,83.62,24,2,69.2
2024-12-21,100,81,19,81.0,20,2,69.3
2024-12-24,136,117,19,86.03,23,3,69.5
2024-12-27,100,86,14,86.0,28,1,69.7
2024-12-29,107,91,16,85.05,9,3,69.8
2024-12-31,142,131,11,92.25,7,2,70.0
