date,module_name,covered_line_number,total_line_number,coverage_percentage
2024/02/24,m4,243,462,52.6
2024/02/24,m5,496,548,90.51
2024/02/24,m6,108,661,16.34
2024/02/25,m1,167,215,77.67
2024/02/25,m2,782,857,91.25
2024/02/25,m3,290,458,63.32
2024/02/25,m4,464,633,73.3
2024/02/25,m5,408,609,67.0
2024/02/25,m6,296,417,70.98
2024/02/26,m1,567,702,80.77
2024/02/26,m2,463,803,57.66
2024/02/26,m3,194,260,74.62
2024/02/26,m4,374,830,45.06
2024/02/26,m5,162,170,95.29
2024/02/26,m6,441,455,96.92
2024/02/27,m1,365,577,63.26
2024/02/27,m2,142,470,30.21
2024/02/27,m3,735,791,92.92
2024/02/27,m4,536,881,60.84
2024/02/27,m5,468,539,86.83
2024/02/27,m6,151,235,64.26
2024/02/28,m1,118,591,19.97
2024/02/28,m2,144,146,98.63
2024/02/28,m3,143,226,63.27
2024/02/28,m4,576,656,87.8
2024/02/28,m5,796,971,81.98
2024/02/28,m6,194,278,69.78
2024/02/29,m1,306,765,40.0
2024/02/29,m2,218,670,32.54
2024/02/29,m3,111,194,57.22
2024/02/29,m4,214,620,34.52
2024/02/29,m5,184,430,42.79
2024/02/29,m6,768,980,78.37
2024/03/01,m1,140,197,71.07
2024/03/01,m2,659,768,85.81
2024/03/01,m3,397,436,91.06
2024/03/01,m4,130,706,18.41
2024/03/01,m5,388,741,52.36
2024/03/01,m6,432,452,95.58
2024/03/02,m1,157,166,94.58
2024/03/02,m2,120,135,88.89
2024/03/02,m3,133,156,85.26
2024/03/02,m4,190,498,38.15
2024/03/02,m5,134,190,70.53
2024/03/02,m6,287,452,63.5
2024/03/03,m1,136,142,95.77
2024/03/03,m2,447,876,51.03
2024/03/03,m3,159,284,55.99
2024/03/03,m4,117,117,100.0
2024/03/03,m5,109,119,91.6
2024/03/03,m6,171,343,49.85
2024/03/04,m1,203,822,24.7
2024/03/04,m2,734,801,91.64
2024/03/04,m3,661,886,74.6
2024/03/04,m4,446,730,61.1
2024/03/04,m5,473,614,77.04
2024/03/04,m6,367,697,52.65
2024/03/05,m1,478,979,48.83
2024/03/05,m2,652,950,68.63
2024/03/05,m3,711,730,97.4
2024/03/05,m4,108,133,81.2
2024/03/05,m5,297,583,50.94
2024/03/05,m6,448,746,60.05
2024/03/06,m1,419,855,49.01
2024/03/06,m2,217,378,57.41
2024/03/06,m3,385,632,60.92
2024/03/06,m4,268,301,89.04
2024/03/06,m5,166,743,22.34
2024/03/06,m6,446,538,82.9
2024/03/07,m1,105,128,82.03
2024/03/07,m2,320,752,42.55
2024/03/07,m3,623,805,77.39
2024/03/07,m4,449,478,93.93
2024/03/07,m5,590,606,97.36
2024/03/07,m6,402,693,58.01
2024/03/08,m1,174,296,58.78
2024/03/08,m2,513,720,71.25
2024/03/08,m3,473,859,55.06
2024/03/08,m4,284,363,78.24
2024/03/08,m5,122,133,91.73
2024/03/08,m6,101,974,10.37
2024/03/09,m1,435,992,43.85
2024/03/09,m2,247,256,96.48
2024/03/09,m3,171,995,17.19
2024/03/09,m4,211,561,37.61
2024/03/09,m5,566,589,96.1
2024/03/09,m6,110,506,21.74
2024/03/10,m1,165,271,60.89
2024/03/10,m2,172,187,91.98
2024/03/10,m3,227,425,53.41
2024/03/10,m4,110,472,23.31
2024/03/10,m5,100,106,94.34
2024/03/10,m6,430,842,51.07
2024/03/11,m1,101,253,39.92
2024/03/11,m2,544,915,59.45
2024/03/11,m3,458,974,47.02
2024/03/11,m4,610,759,80.37
2024/03/11,m5,219,839,26.1
2024/03/11,m6,310,345,89.86
2024/03/12,m1,631,798,79.07
2024/03/12,m2,385,734,52.45
2024/03/12,m3,719,767,93.74
2024/03/12,m4,427,545,78.35
2024/03/12,m5,563,751,74.97
2024/03/12,m6,126,133,94.74
2024/03/13,m1,179,705,25.39
2024/03/13,m2,112,115,97.39
2024/03/13,m3,514,752,68.35
2024/03/13,m4,114,119,95.8
2024/03/13,m5,121,200,60.5
2024/03/13,m6,393,712,55.2
2024/03/14,m1,457,977,46.78
2024/03/14,m2,114,184,61.96
2024/03/14,m3,141,337,41.84
2024/03/14,m4,159,177,89.83
2024/03/14,m5,121,126,96.03
2024/03/14,m6,647,968,66.84
2024/03/15,m1,104,111,93.69
2024/03/15,m2,311,678,45.87
2024/03/15,m3,262,294,89.12
2024/03/15,m4,228,367,62.13
2024/03/15,m5,253,331,76.44
2024/03/15,m6,138,271,50.92
2024/03/16,m1,299,343,87.17
2024/03/16,m2,121,368,32.88
2024/03/16,m3,199,287,69.34
2024/03/16,m4,185,394,46.95
2024/03/16,m5,376,553,67.99
2024/03/16,m6,260,341,76.25
2024/03/17,m1,423,652,64.88
2024/03/17,m2,153,244,62.7
2024/03/17,m3,480,742,64.69
2024/03/17,m4,100,137,72.99
2024/03/17,m5,251,657,38.2
2024/03/17,m6,277,935,29.63
2024/03/18,m1,256,411,62.29
2024/03/18,m2,583,664,87.8
2024/03/18,m3,533,928,57.44
2024/03/18,m4,188,785,23.95
2024/03/18,m5,147,171,85.96
2024/03/18,m6,634,719,88.18
2024/03/19,m1,354,972,36.42
2024/03/19,m2,100,118,84.75
2024/03/19,m3,253,990,25.56
2024/03/19,m4,166,685,24.23
2024/03/19,m5,106,625,16.96
2024/03/19,m6,118,124,95.16
2024/03/20,m1,230,536,42.91
2024/03/20,m2,910,912,99.78
2024/03/20,m3,469,655,71.6
2024/03/20,m4,106,409,25.92
2024/03/20,m5,317,427,74.24
2024/03/20,m6,502,620,80.97
2024/03/21,m1,147,730,20.14
2024/03/21,m2,805,811,99.26
2024/03/21,m3,824,942,87.47
2024/03/21,m4,413,627,65.87
2024/03/21,m5,125,556,22.48
2024/03/21,m6,801,901,88.9
2024/03/22,m1,170,252,67.46
2024/03/22,m2,538,940,57.23
2024/03/22,m3,696,769,90.51
2024/03/22,m4,247,731,33.79
2024/03/22,m5,550,789,69.71
2024/03/22,m6,243,296,82.09
2024/03/23,m1,300,565,53.1
2024/03/23,m2,263,362,72.65
2024/03/23,m3,373,763,48.89
2024/03/23,m4,240,568,42.25
2024/03/23,m5,215,265,81.13
2024/03/23,m6,413,896,46.09
2024/03/24,m1,227,378,60.05
2024/03/24,m2,189,582,32.47
2024/03/24,m3,167,266,62.78
2024/03/24,m4,113,163,69.33
2024/03/24,m5,314,332,94.58
2024/03/24,m6,107,111,96.4
2024/03/25,m1,348,361,96.4
2024/03/25,m2,311,765,40.65
2024/03/25,m3,119,635,18.74
2024/03/25,m4,161,303,53.14
2024/03/25,m5,254,290,87.59
2024/03/25,m6,473,835,56.65
2024/03/26,m1,220,854,25.76
2024/03/26,m2,343,464,73.92
2024/03/26,m3,306,402,76.12
2024/03/26,m4,184,316,58.23
2024/03/26,m5,185,768,24.09
2024/03/26,m6,318,324,98.15
2024/03/27,m1,243,946,25.69
2024/03/27,m2,405,551,73.5
2024/03/27,m3,440,455,96.7
2024/03/27,m4,292,489,59.71
2024/03/27,m5,102,741,13.77
2024/03/27,m6,404,858,47.09
2024/03/28,m1,229,577,39.69
2024/03/28,m2,656,778,84.32
2024/03/28,m3,108,473,22.83
2024/03/28,m4,158,348,45.4
2024/03/28,m5,158,279,56.63
2024/03/28,m6,182,529,34.4
2024/03/29,m1,120,138,86.96
2024/03/29,m2,409,460,88.91
2024/03/29,m3,162,587,27.6
2024/03/29,m4,101,148,68.24
2024/03/29,m5,629,930,67.63
2024/03/29,m6,276,383,72.06
2024/03/30,m1,107,511,20.94
2024/03/30,m2,190,976,19.47
2024/03/30,m3,273,847,32.23
2024/03/30,m4,436,670,65.07
2024/03/30,m5,266,316,84.18
2024/03/30,m6,201,560,35.89
2024/03/31,m1,422,556,75.9
2024/03/31,m2,139,181,76.8
2024/03/31,m3,147,198,74.24
2024/03/31,m4,483,709,68.12
2024/03/31,m5,168,418,40.19
2024/03/31,m6,138,770,17.92
2024/04/01,m1,634,762,83.2
2024/04/01,m2,408,644,63.35
2024/04/01,m3,596,968,61.57
2024/04/01,m4,181,524,34.54
2024/04/01,m5,132,296,44.59
2024/04/01,m6,210,384,54.69
2024/04/02,m1,160,182,87.91
2024/04/02,m2,122,303,40.26
2024/04/02,m3,111,420,26.43
2024/04/02,m4,151,189,79.89
2024/04/02,m5,684,743,92.06
2024/04/02,m6,338,611,55.32
2024/04/03,m1,228,645,35.35
2024/04/03,m2,294,483,60.87
2024/04/03,m3,155,233,66.52
2024/04/03,m4,657,730,90.0
2024/04/03,m5,125,227,55.07
2024/04/03,m6,391,894,43.74
2024/04/04,m1,181,448,40.4
2024/04/04,m2,454,629,72.18
2024/04/04,m3,596,611,97.55
2024/04/04,m4,250,255,98.04
2024/04/04,m5,546,972,56.17
2024/04/04,m6,287,327,87.77
2024/04/05,m1,424,719,58.97
2024/04/05,m2,239,670,35.67
2024/04/05,m3,106,155,68.39
2024/04/05,m4,225,612,36.76
2024/04/05,m5,255,379,67.28
2024/04/05,m6,278,344,80.81
2024/04/06,m1,742,986,75.25
2024/04/06,m2,484,628,77.07
2024/04/06,m3,278,572,48.6
2024/04/06,m4,310,591,52.45
2024/04/06,m5,481,595,80.84
2024/04/06,m6,421,810,51.98
2024/04/07,m1,215,998,21.54
2024/04/07,m2,197,277,71.12
2024/04/07,m3,273,368,74.18
2024/04/07,m4,223,742,30.05
2024/04/07,m5,432,485,89.07
2024/04/07,m6,145,524,27.67
2024/04/08,m1,210,239,87.87
2024/04/08,m2,111,230,48.26
2024/04/08,m3,190,585,32.48
2024/04/08,m4,361,361,100.0
2024/04/08,m5,680,856,79.44
2024/04/08,m6,624,828,75.36
2024/04/09,m1,823,911,90.34
2024/04/09,m2,735,814,90.29
2024/04/09,m3,450,539,83.49
2024/04/09,m4,283,344,82.27
2024/04/09,m5,127,559,22.72
2024/04/09,m6,188,188,100.0
2024/04/10,m1,530,822,64.48
2024/04/10,m2,188,869,21.63
2024/04/10,m3,465,498,93.37
2024/04/10,m4,399,590,67.63
2024/04/10,m5,160,991,16.15
2024/04/10,m6,334,483,69.15
2024/04/11,m1,687,906,75.83
2024/04/11,m2,547,616,88.8
2024/04/11,m3,103,202,50.99
2024/04/11,m4,179,379,47.23
2024/04/11,m5,216,714,30.25
2024/04/11,m6,110,145,75.86
2024/04/12,m1,243,243,100.0
2024/04/12,m2,398,709,56.14
2024/04/12,m3,102,108,94.44
2024/04/12,m4,551,927,59.44
2024/04/12,m5,403,443,90.97
2024/04/12,m6,144,192,75.0
2024/04/13,m1,229,430,53.26
2024/04/13,m2,344,438,78.54
2024/04/13,m3,503,581,86.57
2024/04/13,m4,176,302,58.28
2024/04/13,m5,376,402,93.53
2024/04/13,m6,242,517,46.81
2024/04/14,m1,424,553,76.67
2024/04/14,m2,103,186,55.38
2024/04/14,m3,217,974,22.28
2024/04/14,m4,395,539,73.28
2024/04/14,m5,547,742,73.72
2024/04/14,m6,359,670,53.58
2024/04/15,m1,115,806,14.27
2024/04/15,m2,592,702,84.33
2024/04/15,m3,113,795,14.21
2024/04/15,m4,473,755,62.65
2024/04/15,m5,290,583,49.74
2024/04/15,m6,338,428,78.97
2024/04/16,m1,100,596,16.78
2024/04/16,m2,794,803,98.88
2024/04/16,m3,727,782,92.97
2024/04/16,m4,232,685,33.87
2024/04/16,m5,151,863,17.5
2024/04/16,m6,204,323,63.16
2024/04/17,m1,150,204,73.53
2024/04/17,m2,104,105,99.05
2024/04/17,m3,113,265,42.64
2024/04/17,m4,119,132,90.15
2024/04/17,m5,110,326,33.74
2024/04/17,m6,414,831,49.82
2024/04/18,m1,158,465,33.98
2024/04/18,m2,531,662,80.21
2024/04/18,m3,303,398,76.13
2024/04/18,m4,718,896,80.13
2024/04/18,m5,141,152,92.76
2024/04/18,m6,196,933,21.01
2024/04/19,m1,142,142,100.0
2024/04/19,m2,818,838,97.61
2024/04/19,m3,255,419,60.86
2024/04/19,m4,169,201,84.08
2024/04/19,m5,112,687,16.3
2024/04/19,m6,106,118,89.83
2024/04/20,m1,107,229,46.72
2024/04/20,m2,274,984,27.85
2024/04/20,m3,189,314,60.19
2024/04/20,m4,711,865,82.2
2024/04/20,m5,404,562,71.89
2024/04/20,m6,103,375,27.47
2024/04/21,m1,604,683,88.43
2024/04/21,m2,274,280,97.86
2024/04/21,m3,170,596,28.52
2024/04/21,m4,274,522,52.49
2024/04/21,m5,107,271,39.48
2024/04/21,m6,302,846,35.7
2024/04/22,m1,518,950,54.53
2024/04/22,m2,441,650,67.85
2024/04/22,m3,114,267,42.7
2024/04/22,m4,352,565,62.3
2024/04/22,m5,294,433,67.9
2024/04/22,m6,176,262,67.18
2024/04/23,m1,209,302,69.21
2024/04/23,m2,203,611,33.22
2024/04/23,m3,286,624,45.83
2024/04/23,m4,384,858,44.76
2024/04/23,m5,260,847,30.7
2024/04/23,m6,221,283,78.09
2024/04/24,m1,174,258,67.44
2024/04/24,m2,108,398,27.14
2024/04/24,m3,438,765,57.25
2024/04/24,m4,104,340,30.59
2024/04/24,m5,562,869,64.67
2024/04/24,m6,761,908,83.81
2024/04/25,m1,945,983,96.13
2024/04/25,m2,111,119,93.28
2024/04/25,m3,623,984,63.31
2024/04/25,m4,188,236,79.66
2024/04/25,m5,126,576,21.88
2024/04/25,m6,152,443,34.31
2024/04/26,m1,217,512,42.38
2024/04/26,m2,146,323,45.2
2024/04/26,m3,196,628,31.21
2024/04/26,m4,456,846,53.9
2024/04/26,m5,842,993,84.79
2024/04/26,m6,208,278,74.82
2024/04/27,m1,233,278,83.81
2024/04/27,m2,253,536,47.2
2024/04/27,m3,562,732,76.78
2024/04/27,m4,778,785,99.11
2024/04/27,m5,215,247,87.04
2024/04/27,m6,147,241,61.0
2024/04/28,m1,264,350,75.43
2024/04/28,m2,102,168,60.71
2024/04/28,m3,181,201,90.05
2024/04/28,m4,333,916,36.35
2024/04/28,m5,559,563,99.29
2024/04/28,m6,430,635,67.72
2024/04/29,m1,400,458,87.34
2024/04/29,m2,109,146,74.66
2024/04/29,m3,360,503,71.57
2024/04/29,m4,151,216,69.91
2024/04/29,m5,341,838,40.69
2024/04/29,m6,190,347,54.76
2024/04/30,m1,542,997,54.36
2024/04/30,m2,373,989,37.71
2024/04/30,m3,269,382,70.42
2024/04/30,m4,291,581,50.09
2024/04/30,m5,363,824,44.05
2024/04/30,m6,247,375,65.87
2024/05/01,m1,155,756,20.5
2024/05/01,m2,164,281,58.36
2024/05/01,m3,403,584,69.01
2024/05/01,m4,158,314,50.32
2024/05/01,m5,526,604,87.09
2024/05/01,m6,160,264,60.61
2024/05/02,m1,132,257,51.36
2024/05/02,m2,168,178,94.38
2024/05/02,m3,307,417,73.62
2024/05/02,m4,147,580,25.34
2024/05/02,m5,496,877,56.56
2024/05/02,m6,107,631,16.96
2024/05/03,m1,528,844,62.56
2024/05/03,m2,294,657,44.75
2024/05/03,m3,495,944,52.44
2024/05/03,m4,292,455,64.18
2024/05/03,m5,427,498,85.74
2024/05/03,m6,707,804,87.94
2024/05/04,m1,214,305,70.16
2024/05/04,m2,218,672,32.44
2024/05/04,m3,176,773,22.77
2024/05/04,m4,184,196,93.88
2024/05/04,m5,838,946,88.58
2024/05/04,m6,308,751,41.01
2024/05/05,m1,232,284,81.69
2024/05/05,m2,757,809,93.57
2024/05/05,m3,138,727,18.98
2024/05/05,m4,293,420,69.76
2024/05/05,m5,285,300,95.0
2024/05/05,m6,743,804,92.41
2024/05/06,m1,105,108,97.22
2024/05/06,m2,265,293,90.44
2024/05/06,m3,181,439,41.23
2024/05/06,m4,373,541,68.95
2024/05/06,m5,373,449,83.07
2024/05/06,m6,549,597,91.96
2024/05/07,m1,139,647,21.48
2024/05/07,m2,253,329,76.9
2024/05/07,m3,879,931,94.41
2024/05/07,m4,117,301,38.87
2024/05/07,m5,119,125,95.2
2024/05/07,m6,178,470,37.87
2024/05/08,m1,901,933,96.57
2024/05/08,m2,193,880,21.93
2024/05/08,m3,124,679,18.26
2024/05/08,m4,587,765,76.73
2024/05/08,m5,253,321,78.82
2024/05/08,m6,400,402,99.5
2024/05/09,m1,110,988,11.13
2024/05/09,m2,188,211,89.1
2024/05/09,m3,112,134,83.58
2024/05/09,m4,737,815,90.43
2024/05/09,m5,363,404,89.85
2024/05/09,m6,158,206,76.7
2024/05/10,m1,103,108,95.37
2024/05/10,m2,210,891,23.57
2024/05/10,m3,354,488,72.54
2024/05/10,m4,314,505,62.18
2024/05/10,m5,227,353,64.31
2024/05/10,m6,329,845,38.93
2024/05/11,m1,145,617,23.5
2024/05/11,m2,107,348,30.75
2024/05/11,m3,248,261,95.02
2024/05/11,m4,648,966,67.08
2024/05/11,m5,416,503,82.7
2024/05/11,m6,343,606,56.6
2024/05/12,m1,131,538,24.35
2024/05/12,m2,425,669,63.53
2024/05/12,m3,142,187,75.94
2024/05/12,m4,390,987,39.51
2024/05/12,m5,174,481,36.17
2024/05/12,m6,139,856,16.24
2024/05/13,m1,156,198,78.79
2024/05/13,m2,509,597,85.26
2024/05/13,m3,143,783,18.26
2024/05/13,m4,312,372,83.87
2024/05/13,m5,110,150,73.33
2024/05/13,m6,405,577,70.19
2024/05/14,m1,248,471,52.65
2024/05/14,m2,222,333,66.67
2024/05/14,m3,350,633,55.29
2024/05/14,m4,410,438,93.61
2024/05/14,m5,241,342,70.47
2024/05/14,m6,843,872,96.67
2024/05/15,m1,107,226,47.35
2024/05/15,m2,183,372,49.19
2024/05/15,m3,821,841,97.62
2024/05/15,m4,264,634,41.64
2024/05/15,m5,294,424,69.34
2024/05/15,m6,307,480,63.96
2024/05/16,m1,492,634,77.6
2024/05/16,m2,407,464,87.72
2024/05/16,m3,810,926,87.47
2024/05/16,m4,292,919,31.77
2024/05/16,m5,160,248,64.52
2024/05/16,m6,317,440,72.05
2024/05/17,m1,273,630,43.33
2024/05/17,m2,194,745,26.04
2024/05/17,m3,154,218,70.64
2024/05/17,m4,116,448,25.89
2024/05/17,m5,145,157,92.36
2024/05/17,m6,119,127,93.7
2024/05/18,m1,155,194,79.9
2024/05/18,m2,281,598,46.99
2024/05/18,m3,114,151,75.5
2024/05/18,m4,162,304,53.29
2024/05/18,m5,402,583,68.95
2024/05/18,m6,105,240,43.75
2024/05/19,m1,144,295,48.81
2024/05/19,m2,480,833,57.62
2024/05/19,m3,816,816,100.0
2024/05/19,m4,133,149,89.26
2024/05/19,m5,764,917,83.32
2024/05/19,m6,153,189,80.95
2024/05/20,m1,283,289,97.92
2024/05/20,m2,488,727,67.13
2024/05/20,m3,515,829,62.12
2024/05/20,m4,287,703,40.83
2024/05/20,m5,631,811,77.81
2024/05/20,m6,430,500,86.0
2024/05/21,m1,301,427,70.49
2024/05/21,m2,382,669,57.1
2024/05/21,m3,395,764,51.7
2024/05/21,m4,275,431,63.81
2024/05/21,m5,436,691,63.1
2024/05/21,m6,298,627,47.53
2024/05/22,m1,580,993,58.41
2024/05/22,m2,104,115,90.43
2024/05/22,m3,325,900,36.11
2024/05/22,m4,110,381,28.87
2024/05/22,m5,223,296,75.34
2024/05/22,m6,139,471,29.51
2024/05/23,m1,351,901,38.96
2024/05/23,m2,784,908,86.34
2024/05/23,m3,139,456,30.48
2024/05/23,m4,355,403,88.09
2024/05/23,m5,206,448,45.98
2024/05/23,m6,100,129,77.52
2024/05/24,m1,359,799,44.93
2024/05/24,m2,114,190,60.0
2024/05/24,m3,106,106,100.0
2024/05/24,m4,857,979,87.54
2024/05/24,m5,114,150,76.0
2024/05/24,m6,540,821,65.77
2024/05/25,m1,867,872,99.43
2024/05/25,m2,146,486,30.04
2024/05/25,m3,229,383,59.79
2024/05/25,m4,597,654,91.28
2024/05/25,m5,755,919,82.15
2024/05/25,m6,190,682,27.86
2024/05/26,m1,217,418,51.91
2024/05/26,m2,299,902,33.15
2024/05/26,m3,264,517,51.06
2024/05/26,m4,538,759,70.88
2024/05/26,m5,508,789,64.39
2024/05/26,m6,172,712,24.16
2024/05/27,m1,192,282,68.09
2024/05/27,m2,155,850,18.24
2024/05/27,m3,272,310,87.74
2024/05/27,m4,154,155,99.35
2024/05/27,m5,340,883,38.51
2024/05/27,m6,661,915,72.24
2024/05/28,m1,181,676,26.78
2024/05/28,m2,272,468,58.12
2024/05/28,m3,424,627,67.62
2024/05/28,m4,257,341,75.37
2024/05/28,m5,460,481,95.63
2024/05/28,m6,140,184,76.09
2024/05/29,m1,628,657,95.59
2024/05/29,m2,732,896,81.7
2024/05/29,m3,369,529,69.75
2024/05/29,m4,184,238,77.31
2024/05/29,m5,252,739,34.1
2024/05/29,m6,121,126,96.03
2024/05/30,m1,337,470,71.7
2024/05/30,m2,191,426,44.84
2024/05/30,m3,243,897,27.09
2024/05/30,m4,359,854,42.04
2024/05/30,m5,147,907,16.21
2024/05/30,m6,322,652,49.39
2024/05/31,m1,194,519,37.38
2024/05/31,m2,184,202,91.09
2024/05/31,m3,105,598,17.56
2024/05/31,m4,250,971,25.75
2024/05/31,m5,431,513,84.02
2024/05/31,m6,345,451,76.5
2024/06/01,m1,227,304,74.67
2024/06/01,m2,347,715,48.53
2024/06/01,m3,248,807,30.73
2024/06/01,m4,235,289,81.31
2024/06/01,m5,308,570,54.04
2024/06/01,m6,103,702,14.67
2024/06/02,m1,233,284,82.04
2024/06/02,m2,226,562,40.21
2024/06/02,m3,286,695,41.15
2024/06/02,m4,763,836,91.27
2024/06/02,m5,243,438,55.48
2024/06/02,m6,608,833,72.99
2024/06/03,m1,132,226,58.41
2024/06/03,m2,174,949,18.34
2024/06/03,m3,198,501,39.52
2024/06/03,m4,414,983,42.12
2024/06/03,m5,417,827,50.42
2024/06/03,m6,482,526,91.63
2024/06/04,m1,155,746,20.78
2024/06/04,m2,446,530,84.15
2024/06/04,m3,102,296,34.46
2024/06/04,m4,134,751,17.84
2024/06/04,m5,456,518,88.03
2024/06/04,m6,550,573,95.99
2024/06/05,m1,551,606,90.92
2024/06/05,m2,106,467,22.7
2024/06/05,m3,343,580,59.14
2024/06/05,m4,115,121,95.04
2024/06/05,m5,591,863,68.48
2024/06/05,m6,159,444,35.81
2024/06/06,m1,113,620,18.23
2024/06/06,m2,467,873,53.49
2024/06/06,m3,231,534,43.26
2024/06/06,m4,768,872,88.07
2024/06/06,m5,109,233,46.78
2024/06/06,m6,300,870,34.48
2024/06/07,m1,508,894,56.82
2024/06/07,m2,242,520,46.54
2024/06/07,m3,124,144,86.11
2024/06/07,m4,273,451,60.53
2024/06/07,m5,118,214,55.14
2024/06/07,m6,137,305,44.92
2024/06/08,m1,204,241,84.65
2024/06/08,m2,171,352,48.58
2024/06/08,m3,189,517,36.56
2024/06/08,m4,368,403,91.32
2024/06/08,m5,338,526,64.26
2024/06/08,m6,134,340,39.41
