Date,Test_Executed,Test_Passed,Test_Failed,Pass_Rate(%),Open_Bugs,Critical_Bugs,Code_Coverage
2024-07-03,166,150,16,90.36,25,3,50.3
2024-07-04,110,86,24,78.18,21,6,50.5
2024-07-06,80,54,26,67.5,8,7,50.6
2024-07-09,84,55,29,65.48,18,1,50.8
2024-07-11,129,122,7,94.57,25,2,51.0
2024-07-14,146,126,20,86.3,8,8,51.1
2024-07-17,142,134,8,94.37,29,4,51.3
2024-07-19,99,87,12,87.88,23,0,51.5
2024-07-21,71,63,8,88.73,16,0,51.6
2024-07-22,106,77,29,72.64,29,6,51.8
2024-07-24,114,86,28,75.44,21,6,51.9
2024-07-27,119,113,6,94.96,19,2,52.1
2024-07-29,136,108,28,79.41,5,6,52.3
2024-08-01,135,115,20,85.19,5,5,52.4
2024-08-04,76,62,14,81.58,13,8,52.6
2024-08-05,169,154,15,91.12,24,0,52.7
2024-08-07,106,98,8,92.45,12,4,52.9
2024-08-10,93,75,18,80.65,21,3,53.1
2024-08-13,71,42,29,59.15,20,5,53.2
2024-08-16,136,107,29,78.68,27,2,53.4
2024-08-17,77,58,19,75.32,14,9,53.5
2024-08-20,99,90,9,90.91,23,5,53.7
2024-08-22,135,106,29,78.52,7,3,53.9
2024-08-25,84,70,14,83.33,24,0,54.0
2024-08-27,132,127,5,96.21,29,1,54.2
2024-08-30,123,108,15,87.8,8,6,54.4
2024-08-31,166,148,18,89.16,8,1,54.5
2024-09-01,106,96,10,90.57,18,7,54.7
2024-09-04,72,50,22,69.44,23,5,54.8
2024-09-05,115,100,15,86.96,18,0,55.0
2024-09-07,161,150,11,93.17,17,0,55.2
2024-09-10,124,116,8,93.55,18,5,55.3
2024-09-13,94,66,28,70.21,16,5,55.5
2024-09-15,113,84,29,74.34,23,8,55.6
2024-09-18,146,119,27,81.51,20,1,55.8
2024-09-21,129,118,11,91.47,27,7,56.0
2024-09-23,126,108,18,85.71,27,2,56.1
2024-09-24,70,65,5,92.86,20,4,56.3
2024-09-25,164,158,6,96.34,17,3,56.5
2024-09-26,127,107,20,84.25,6,4,56.6
2024-09-27,114,102,12,89.47,11,4,56.8
2024-09-29,104,95,9,91.35,13,5,56.9
2024-10-01,154,137,17,88.96,12,0,57.1
2024-10-03,152,144,8,94.74,26,8,57.3
2024-10-05,147,132,15,89.8,20,5,57.4
2024-10-06,129,120,9,93.02,8,1,57.6
2024-10-09,129,112,17,86.82,11,2,57.7
2024-10-11,100,80,20,80.0,16,4,57.9
2024-10-13,94,76,18,80.85,28,3,58.1
2024-10-14,111,96,15,86.49,8,8,58.2
2024-10-16,123,113,10,91.87,20,2,58.4
2024-10-17,132,114,18,86.36,25,8,58.5
2024-10-20,146,120,26,82.19,23,7,58.7
2024-10-23,76,52,24,68.42,12,2,58.9
2024-10-24,157,143,14,91.08,14,3,59.0
2024-10-26,71,60,11,84.51,20,5,59.2
2024-10-29,156,133,23,85.26,21,1,59.4
2024-11-01,154,143,11,92.86,16,5,59.5
2024-11-03,157,152,5,96.82,19,6,59.7
2024-11-06,150,143,7,95.33,29,5,59.8
2024-11-09,151,145,6,96.03,11,6,60.0
2024-11-10,146,141,5,96.58,25,2,60.2
2024-11-11,116,88,28,75.86,23,4,60.3
2024-11-12,147,119,28,80.95,5,0,60.5
2024-11-13,123,113,10,91.87,20,9,60.6
2024-11-15,102,97,5,95.1,12,3,60.8
2024-11-16,162,157,5,96.91,12,1,61.0
2024-11-18,116,108,8,93.1,8,4,61.1
2024-11-20,157,130,27,82.8,19,3,61.3
2024-11-21,98,85,13,86.73,8,9,61.5
2024-11-22,149,121,28,81.21,19,0,61.6
2024-11-23,129,118,11,91.47,20,0,61.8
2024-11-24,144,115,29,79.86,26,0,61.9
2024-11-26,160,149,11,93.12,21,8,62.1
2024-11-28,102,87,15,85.29,13,7,62.3
2024-12-01,145,134,11,92.41,10,8,62.4
2024-12-03,88,68,20,77.27,20,1,62.6
2024-12-05,117,92,25,78.63,28,7,62.7
2024-12-07,144,130,14,90.28,25,2,62.9
2024-12-10,92,69,23,75.0,17,6,63.1
2024-12-12,138,123,15,89.13,9,9,63.2
2024-12-13,147,133,14,90.48,10,7,63.4
2024-12-15,147,129,18,87.76,9,3,63.5
2024-12-18,139,127,12,91.37,8,7,63.7
2024-12-19,100,95,5,95.0,29,1,63.9
2024-12-22,137,118,19,86.13,10,9,64.0
2024-12-23,125,101,24,80.8,22,5,64.2
2024-12-24,101,87,14,86.14,12,0,64.4
2024-12-25,92,76,16,82.61,18,2,64.5
2024-12-27,169,148,21,87.57,6,6,64.7
2024-12-29,86,65,21,75.58,25,1,64.8
2024-12-31,134,107,27,79.85,10,1,65.0
