date,module_name,covered_line_number,total_line_number,coverage_percentage
2024/03/04,m2,128,228,56.14
2024/03/04,m3,242,815,29.69
2024/03/04,m4,233,284,82.04
2024/03/04,m5,280,462,60.61
2024/03/04,m6,989,995,99.4
2024/03/05,m1,139,944,14.72
2024/03/05,m2,332,416,79.81
2024/03/05,m3,482,648,74.38
2024/03/05,m4,133,185,71.89
2024/03/05,m5,165,458,36.03
2024/03/05,m6,826,891,92.7
2024/03/06,m1,749,906,82.67
2024/03/06,m2,233,869,26.81
2024/03/06,m3,105,902,11.64
2024/03/06,m4,159,214,74.3
2024/03/06,m5,548,689,79.54
2024/03/06,m6,258,272,94.85
2024/03/07,m1,176,493,35.7
2024/03/07,m2,165,283,58.3
2024/03/07,m3,598,936,63.89
2024/03/07,m4,568,647,87.79
2024/03/07,m5,105,107,98.13
2024/03/07,m6,442,647,68.32
2024/03/08,m1,390,760,51.32
2024/03/08,m2,144,151,95.36
2024/03/08,m3,228,517,44.1
2024/03/08,m4,217,377,57.56
2024/03/08,m5,104,111,93.69
2024/03/08,m6,575,702,81.91
2024/03/09,m1,111,139,79.86
2024/03/09,m2,103,357,28.85
2024/03/09,m3,163,627,26.0
2024/03/09,m4,132,370,35.68
2024/03/09,m5,310,501,61.88
2024/03/09,m6,114,220,51.82
2024/03/10,m1,487,810,60.12
2024/03/10,m2,674,825,81.7
2024/03/10,m3,101,105,96.19
2024/03/10,m4,762,934,81.58
2024/03/10,m5,186,789,23.57
2024/03/10,m6,115,125,92.0
2024/03/11,m1,125,462,27.06
2024/03/11,m2,464,618,75.08
2024/03/11,m3,414,620,66.77
2024/03/11,m4,525,574,91.46
2024/03/11,m5,172,193,89.12
2024/03/11,m6,508,847,59.98
2024/03/12,m1,286,665,43.01
2024/03/12,m2,363,897,40.47
2024/03/12,m3,141,197,71.57
2024/03/12,m4,305,853,35.76
2024/03/12,m5,346,770,44.94
2024/03/12,m6,187,201,93.03
2024/03/13,m1,162,556,29.14
2024/03/13,m2,180,262,68.7
2024/03/13,m3,303,828,36.59
2024/03/13,m4,174,210,82.86
2024/03/13,m5,614,910,67.47
2024/03/13,m6,154,367,41.96
2024/03/14,m1,506,597,84.76
2024/03/14,m2,441,921,47.88
2024/03/14,m3,905,905,100.0
2024/03/14,m4,107,963,11.11
2024/03/14,m5,223,245,91.02
2024/03/14,m6,362,498,72.69
2024/03/15,m1,116,249,46.59
2024/03/15,m2,818,943,86.74
2024/03/15,m3,330,651,50.69
2024/03/15,m4,496,684,72.51
2024/03/15,m5,594,843,70.46
2024/03/15,m6,123,351,35.04
2024/03/16,m1,383,721,53.12
2024/03/16,m2,163,878,18.56
2024/03/16,m3,119,139,85.61
2024/03/16,m4,398,495,80.4
2024/03/16,m5,914,919,99.46
2024/03/16,m6,119,133,89.47
2024/03/17,m1,119,154,77.27
2024/03/17,m2,265,405,65.43
2024/03/17,m3,344,681,50.51
2024/03/17,m4,601,659,91.2
2024/03/17,m5,203,946,21.46
2024/03/17,m6,631,828,76.21
2024/03/18,m1,128,129,99.22
2024/03/18,m2,289,676,42.75
2024/03/18,m3,287,442,64.93
2024/03/18,m4,146,583,25.04
2024/03/18,m5,672,742,90.57
2024/03/18,m6,151,266,56.77
2024/03/19,m1,389,503,77.34
2024/03/19,m2,160,286,55.94
2024/03/19,m3,514,717,71.69
2024/03/19,m4,599,797,75.16
2024/03/19,m5,141,768,18.36
2024/03/19,m6,418,985,42.44
2024/03/20,m1,377,517,72.92
2024/03/20,m2,455,527,86.34
2024/03/20,m3,189,235,80.43
2024/03/20,m4,296,556,53.24
2024/03/20,m5,290,875,33.14
2024/03/20,m6,321,994,32.29
2024/03/21,m1,319,364,87.64
2024/03/21,m2,102,108,94.44
2024/03/21,m3,210,251,83.67
2024/03/21,m4,508,775,65.55
2024/03/21,m5,234,696,33.62
2024/03/21,m6,656,911,72.01
2024/03/22,m1,380,410,92.68
2024/03/22,m2,100,103,97.09
2024/03/22,m3,551,961,57.34
2024/03/22,m4,128,801,15.98
2024/03/22,m5,201,225,89.33
2024/03/22,m6,106,111,95.5
2024/03/23,m1,296,304,97.37
2024/03/23,m2,150,158,94.94
2024/03/23,m3,499,821,60.78
2024/03/23,m4,184,305,60.33
2024/03/23,m5,336,566,59.36
2024/03/23,m6,588,977,60.18
2024/03/24,m1,251,308,81.49
2024/03/24,m2,100,118,84.75
2024/03/24,m3,360,364,98.9
2024/03/24,m4,358,506,70.75
2024/03/24,m5,100,101,99.01
2024/03/24,m6,287,340,84.41
2024/03/25,m1,108,145,74.48
2024/03/25,m2,310,999,31.03
2024/03/25,m3,204,226,90.27
2024/03/25,m4,125,270,46.3
2024/03/25,m5,107,205,52.2
2024/03/25,m6,428,729,58.71
2024/03/26,m1,148,201,73.63
2024/03/26,m2,319,534,59.74
2024/03/26,m3,113,141,80.14
2024/03/26,m4,288,860,33.49
2024/03/26,m5,197,253,77.87
2024/03/26,m6,204,921,22.15
2024/03/27,m1,148,771,19.2
2024/03/27,m2,577,730,79.04
2024/03/27,m3,111,139,79.86
2024/03/27,m4,549,977,56.19
2024/03/27,m5,559,861,64.92
2024/03/27,m6,253,326,77.61
2024/03/28,m1,112,117,95.73
2024/03/28,m2,351,426,82.39
2024/03/28,m3,750,785,95.54
2024/03/28,m4,319,665,47.97
2024/03/28,m5,103,148,69.59
2024/03/28,m6,219,454,48.24
2024/03/29,m1,388,612,63.4
2024/03/29,m2,813,848,95.87
2024/03/29,m3,214,660,32.42
2024/03/29,m4,470,517,90.91
2024/03/29,m5,196,452,43.36
2024/03/29,m6,352,462,76.19
2024/03/30,m1,167,168,99.4
2024/03/30,m2,140,184,76.09
2024/03/30,m3,328,390,84.1
2024/03/30,m4,440,499,88.18
2024/03/30,m5,465,894,52.01
2024/03/30,m6,310,332,93.37
2024/03/31,m1,530,996,53.21
2024/03/31,m2,212,317,66.88
2024/03/31,m3,139,350,39.71
2024/03/31,m4,170,205,82.93
2024/03/31,m5,319,469,68.02
2024/03/31,m6,463,888,52.14
2024/04/01,m1,237,828,28.62
2024/04/01,m2,431,852,50.59
2024/04/01,m3,170,650,26.15
2024/04/01,m4,100,102,98.04
2024/04/01,m5,190,634,29.97
2024/04/01,m6,239,844,28.32
2024/04/02,m1,653,872,74.89
2024/04/02,m2,588,660,89.09
2024/04/02,m3,262,375,69.87
2024/04/02,m4,340,461,73.75
2024/04/02,m5,169,402,42.04
2024/04/02,m6,237,697,34.0
2024/04/03,m1,228,772,29.53
2024/04/03,m2,408,718,56.82
2024/04/03,m3,225,232,96.98
2024/04/03,m4,443,703,63.02
2024/04/03,m5,281,563,49.91
2024/04/03,m6,233,398,58.54
2024/04/04,m1,224,336,66.67
2024/04/04,m2,562,599,93.82
2024/04/04,m3,363,375,96.8
2024/04/04,m4,489,631,77.5
2024/04/04,m5,111,113,98.23
2024/04/04,m6,201,516,38.95
2024/04/05,m1,588,808,72.77
2024/04/05,m2,109,954,11.43
2024/04/05,m3,346,437,79.18
2024/04/05,m4,106,294,36.05
2024/04/05,m5,115,124,92.74
2024/04/05,m6,251,595,42.18
2024/04/06,m1,120,140,85.71
2024/04/06,m2,606,961,63.06
2024/04/06,m3,156,163,95.71
2024/04/06,m4,205,902,22.73
2024/04/06,m5,362,706,51.27
2024/04/06,m6,230,918,25.05
2024/04/07,m1,144,324,44.44
2024/04/07,m2,177,285,62.11
2024/04/07,m3,453,998,45.39
2024/04/07,m4,253,782,32.35
2024/04/07,m5,479,713,67.18
2024/04/07,m6,954,983,97.05
2024/04/08,m1,267,424,62.97
2024/04/08,m2,806,847,95.16
2024/04/08,m3,572,714,80.11
2024/04/08,m4,662,976,67.83
2024/04/08,m5,297,616,48.21
2024/04/08,m6,287,672,42.71
2024/04/09,m1,212,753,28.15
2024/04/09,m2,705,888,79.39
2024/04/09,m3,214,220,97.27
2024/04/09,m4,157,172,91.28
2024/04/09,m5,169,323,52.32
2024/04/09,m6,160,272,58.82
2024/04/10,m1,163,215,75.81
2024/04/10,m2,418,830,50.36
2024/04/10,m3,452,683,66.18
2024/04/10,m4,510,981,51.99
2024/04/10,m5,774,832,93.03
2024/04/10,m6,403,411,98.05
2024/04/11,m1,208,590,35.25
2024/04/11,m2,136,537,25.33
2024/04/11,m3,228,756,30.16
2024/04/11,m4,168,232,72.41
2024/04/11,m5,148,904,16.37
2024/04/11,m6,257,726,35.4
2024/04/12,m1,153,206,74.27
2024/04/12,m2,214,266,80.45
2024/04/12,m3,157,176,89.2
2024/04/12,m4,477,815,58.53
2024/04/12,m5,514,725,70.9
2024/04/12,m6,571,623,91.65
2024/04/13,m1,333,609,54.68
2024/04/13,m2,131,784,16.71
2024/04/13,m3,112,550,20.36
2024/04/13,m4,248,299,82.94
2024/04/13,m5,413,458,90.17
2024/04/13,m6,188,422,44.55
2024/04/14,m1,557,925,60.22
2024/04/14,m2,134,243,55.14
2024/04/14,m3,678,974,69.61
2024/04/14,m4,111,114,97.37
2024/04/14,m5,325,410,79.27
2024/04/14,m6,591,679,87.04
2024/04/15,m1,388,743,52.22
2024/04/15,m2,778,931,83.57
2024/04/15,m3,290,377,76.92
2024/04/15,m4,160,653,24.5
2024/04/15,m5,144,224,64.29
2024/04/15,m6,372,456,81.58
2024/04/16,m1,220,552,39.86
2024/04/16,m2,208,695,29.93
2024/04/16,m3,482,569,84.71
2024/04/16,m4,816,970,84.12
2024/04/16,m5,845,953,88.67
2024/04/16,m6,188,303,62.05
2024/04/17,m1,766,974,78.64
2024/04/17,m2,141,151,93.38
2024/04/17,m3,250,408,61.27
2024/04/17,m4,215,304,70.72
2024/04/17,m5,284,966,29.4
2024/04/17,m6,206,210,98.1
2024/04/18,m1,289,492,58.74
2024/04/18,m2,470,692,67.92
2024/04/18,m3,264,371,71.16
2024/04/18,m4,127,941,13.5
2024/04/18,m5,492,845,58.22
2024/04/18,m6,205,254,80.71
2024/04/19,m1,133,168,79.17
2024/04/19,m2,287,362,79.28
2024/04/19,m3,237,286,82.87
2024/04/19,m4,114,865,13.18
2024/04/19,m5,686,857,80.05
2024/04/19,m6,510,629,81.08
2024/04/20,m1,685,758,90.37
2024/04/20,m2,570,654,87.16
2024/04/20,m3,165,456,36.18
2024/04/20,m4,107,124,86.29
2024/04/20,m5,339,781,43.41
2024/04/20,m6,248,449,55.23
2024/04/21,m1,127,910,13.96
2024/04/21,m2,163,217,75.12
2024/04/21,m3,319,506,63.04
2024/04/21,m4,268,316,84.81
2024/04/21,m5,259,746,34.72
2024/04/21,m6,347,847,40.97
2024/04/22,m1,204,221,92.31
2024/04/22,m2,544,624,87.18
2024/04/22,m3,193,840,22.98
2024/04/22,m4,365,374,97.59
2024/04/22,m5,385,652,59.05
2024/04/22,m6,183,604,30.3
2024/04/23,m1,131,369,35.5
2024/04/23,m2,545,909,59.96
2024/04/23,m3,186,756,24.6
2024/04/23,m4,210,331,63.44
2024/04/23,m5,376,527,71.35
2024/04/23,m6,123,132,93.18
2024/04/24,m1,130,923,14.08
2024/04/24,m2,470,880,53.41
2024/04/24,m3,391,518,75.48
2024/04/24,m4,543,588,92.35
2024/04/24,m5,307,599,51.25
2024/04/24,m6,215,378,56.88
2024/04/25,m1,179,919,19.48
2024/04/25,m2,174,737,23.61
2024/04/25,m3,462,739,62.52
2024/04/25,m4,511,913,55.97
2024/04/25,m5,538,925,58.16
2024/04/25,m6,433,581,74.53
2024/04/26,m1,451,452,99.78
2024/04/26,m2,675,763,88.47
2024/04/26,m3,112,334,33.53
2024/04/26,m4,588,861,68.29
2024/04/26,m5,442,703,62.87
2024/04/26,m6,566,851,66.51
2024/04/27,m1,489,738,66.26
2024/04/27,m2,141,243,58.02
2024/04/27,m3,174,180,96.67
2024/04/27,m4,820,959,85.51
2024/04/27,m5,192,570,33.68
2024/04/27,m6,201,795,25.28
2024/04/28,m1,471,724,65.06
2024/04/28,m2,583,799,72.97
2024/04/28,m3,168,339,49.56
2024/04/28,m4,182,887,20.52
2024/04/28,m5,130,473,27.48
2024/04/28,m6,884,935,94.55
2024/04/29,m1,378,462,81.82
2024/04/29,m2,472,541,87.25
2024/04/29,m3,339,508,66.73
2024/04/29,m4,508,731,69.49
2024/04/29,m5,167,261,63.98
2024/04/29,m6,103,747,13.79
2024/04/30,m1,828,838,98.81
2024/04/30,m2,115,570,20.18
2024/04/30,m3,103,112,91.96
2024/04/30,m4,282,682,41.35
2024/04/30,m5,121,171,70.76
2024/04/30,m6,626,897,69.79
2024/05/01,m1,130,770,16.88
2024/05/01,m2,241,265,90.94
2024/05/01,m3,430,811,53.02
2024/05/01,m4,854,916,93.23
2024/05/01,m5,701,848,82.67
2024/05/01,m6,462,561,82.35
2024/05/02,m1,210,214,98.13
2024/05/02,m2,100,361,27.7
2024/05/02,m3,195,894,21.81
2024/05/02,m4,113,382,29.58
2024/05/02,m5,322,384,83.85
2024/05/02,m6,261,531,49.15
2024/05/03,m1,143,262,54.58
2024/05/03,m2,402,602,66.78
2024/05/03,m3,223,237,94.09
2024/05/03,m4,176,208,84.62
2024/05/03,m5,116,769,15.08
2024/05/03,m6,293,347,84.44
2024/05/04,m1,213,352,60.51
2024/05/04,m2,619,983,62.97
2024/05/04,m3,149,152,98.03
2024/05/04,m4,713,844,84.48
2024/05/04,m5,135,516,26.16
2024/05/04,m6,100,392,25.51
2024/05/05,m1,652,886,73.59
2024/05/05,m2,228,377,60.48
2024/05/05,m3,654,969,67.49
2024/05/05,m4,104,129,80.62
2024/05/05,m5,580,777,74.65
2024/05/05,m6,358,670,53.43
2024/05/06,m1,385,416,92.55
2024/05/06,m2,370,853,43.38
2024/05/06,m3,337,382,88.22
2024/05/06,m4,658,758,86.81
2024/05/06,m5,107,150,71.33
2024/05/06,m6,595,608,97.86
2024/05/07,m1,293,542,54.06
2024/05/07,m2,328,609,53.86
2024/05/07,m3,687,803,85.55
2024/05/07,m4,255,287,88.85
2024/05/07,m5,187,780,23.97
2024/05/07,m6,276,650,42.46
2024/05/08,m1,626,787,79.54
2024/05/08,m2,404,697,57.96
2024/05/08,m3,322,506,63.64
2024/05/08,m4,258,420,61.43
2024/05/08,m5,225,378,59.52
2024/05/08,m6,136,165,82.42
2024/05/09,m1,268,632,42.41
2024/05/09,m2,950,965,98.45
2024/05/09,m3,115,131,87.79
2024/05/09,m4,223,439,50.8
2024/05/09,m5,351,577,60.83
2024/05/09,m6,441,472,93.43
2024/05/10,m1,161,165,97.58
2024/05/10,m2,270,332,81.33
2024/05/10,m3,790,818,96.58
2024/05/10,m4,187,198,94.44
2024/05/10,m5,123,447,27.52
2024/05/10,m6,405,701,57.77
2024/05/11,m1,238,923,25.79
2024/05/11,m2,161,274,58.76
2024/05/11,m3,233,258,90.31
2024/05/11,m4,451,831,54.27
2024/05/11,m5,344,744,46.24
2024/05/11,m6,288,568,50.7
2024/05/12,m1,171,414,41.3
2024/05/12,m2,604,779,77.54
2024/05/12,m3,296,773,38.29
2024/05/12,m4,631,713,88.5
2024/05/12,m5,451,541,83.36
2024/05/12,m6,452,454,99.56
2024/05/13,m1,401,841,47.68
2024/05/13,m2,110,163,67.48
2024/05/13,m3,323,510,63.33
2024/05/13,m4,132,626,21.09
2024/05/13,m5,797,857,93.0
2024/05/13,m6,174,219,79.45
2024/05/14,m1,375,939,39.94
2024/05/14,m2,491,801,61.3
2024/05/14,m3,322,665,48.42
2024/05/14,m4,650,962,67.57
2024/05/14,m5,555,756,73.41
2024/05/14,m6,125,343,36.44
2024/05/15,m1,548,634,86.44
2024/05/15,m2,119,237,50.21
2024/05/15,m3,104,141,73.76
2024/05/15,m4,587,810,72.47
2024/05/15,m5,437,619,70.6
2024/05/15,m6,127,894,14.21
2024/05/16,m1,129,580,22.24
2024/05/16,m2,794,826,96.13
2024/05/16,m3,169,394,42.89
2024/05/16,m4,234,375,62.4
2024/05/16,m5,139,177,78.53
2024/05/16,m6,271,957,28.32
2024/05/17,m1,195,384,50.78
2024/05/17,m2,199,445,44.72
2024/05/17,m3,243,730,33.29
2024/05/17,m4,652,928,70.26
2024/05/17,m5,283,960,29.48
2024/05/17,m6,435,842,51.66
2024/05/18,m1,323,373,86.6
2024/05/18,m2,291,523,55.64
2024/05/18,m3,518,525,98.67
2024/05/18,m4,375,413,90.8
2024/05/18,m5,108,129,83.72
2024/05/18,m6,155,178,87.08
2024/05/19,m1,274,313,87.54
2024/05/19,m2,185,559,33.09
2024/05/19,m3,149,454,32.82
2024/05/19,m4,758,900,84.22
2024/05/19,m5,191,679,28.13
2024/05/19,m6,183,348,52.59
2024/05/20,m1,590,796,74.12
2024/05/20,m2,597,622,95.98
2024/05/20,m3,238,702,33.9
2024/05/20,m4,338,709,47.67
2024/05/20,m5,226,401,56.36
2024/05/20,m6,105,266,39.47
2024/05/21,m1,252,801,31.46
2024/05/21,m2,694,730,95.07
2024/05/21,m3,670,904,74.12
2024/05/21,m4,359,516,69.57
2024/05/21,m5,126,505,24.95
2024/05/21,m6,325,418,77.75
2024/05/22,m1,271,342,79.24
2024/05/22,m2,103,331,31.12
2024/05/22,m3,541,626,86.42
2024/05/22,m4,203,254,79.92
2024/05/22,m5,264,342,77.19
2024/05/22,m6,139,422,32.94
2024/05/23,m1,259,474,54.64
2024/05/23,m2,175,726,24.1
2024/05/23,m3,398,827,48.13
2024/05/23,m4,475,575,82.61
2024/05/23,m5,795,806,98.64
2024/05/23,m6,225,242,92.98
2024/05/24,m1,295,343,86.01
2024/05/24,m2,360,446,80.72
2024/05/24,m3,231,422,54.74
2024/05/24,m4,264,303,87.13
2024/05/24,m5,515,633,81.36
2024/05/24,m6,167,274,60.95
2024/05/25,m1,497,877,56.67
2024/05/25,m2,185,702,26.35
2024/05/25,m3,145,697,20.8
2024/05/25,m4,111,178,62.36
2024/05/25,m5,892,973,91.68
2024/05/25,m6,167,968,17.25
2024/05/26,m1,410,680,60.29
2024/05/26,m2,422,807,52.29
2024/05/26,m3,337,611,55.16
2024/05/26,m4,179,981,18.25
2024/05/26,m5,724,905,80.0
2024/05/26,m6,164,653,25.11
2024/05/27,m1,300,657,45.66
2024/05/27,m2,200,228,87.72
2024/05/27,m3,173,384,45.05
2024/05/27,m4,168,213,78.87
2024/05/27,m5,354,425,83.29
2024/05/27,m6,320,797,40.15
2024/05/28,m1,571,872,65.48
2024/05/28,m2,573,713,80.36
2024/05/28,m3,116,683,16.98
2024/05/28,m4,381,557,68.4
2024/05/28,m5,498,949,52.48
2024/05/28,m6,211,606,34.82
2024/05/29,m1,127,476,26.68
2024/05/29,m2,489,493,99.19
2024/05/29,m3,108,124,87.1
2024/05/29,m4,144,446,32.29
2024/05/29,m5,317,497,63.78
2024/05/29,m6,580,964,60.17
2024/05/30,m1,426,988,43.12
2024/05/30,m2,656,657,99.85
2024/05/30,m3,168,431,38.98
2024/05/30,m4,543,557,97.49
2024/05/30,m5,840,840,100.0
2024/05/30,m6,673,715,94.13
2024/05/31,m1,450,816,55.15
2024/05/31,m2,193,199,96.98
2024/05/31,m3,179,897,19.96
2024/05/31,m4,647,687,94.18
2024/05/31,m5,527,590,89.32
2024/05/31,m6,437,887,49.27
2024/06/01,m1,105,750,14.0
2024/06/01,m2,140,711,19.69
2024/06/01,m3,111,144,77.08
2024/06/01,m4,203,233,87.12
2024/06/01,m5,814,820,99.27
2024/06/01,m6,168,291,57.73
2024/06/02,m1,536,543,98.71
2024/06/02,m2,380,673,56.46
2024/06/02,m3,133,842,15.8
2024/06/02,m4,119,336,35.42
2024/06/02,m5,194,306,63.4
2024/06/02,m6,352,673,52.3
2024/06/03,m1,298,609,48.93
2024/06/03,m2,399,798,50.0
2024/06/03,m3,282,974,28.95
2024/06/03,m4,117,126,92.86
2024/06/03,m5,195,634,30.76
2024/06/03,m6,551,555,99.28
2024/06/04,m1,231,363,63.64
2024/06/04,m2,109,806,13.52
2024/06/04,m3,128,276,46.38
2024/06/04,m4,143,150,95.33
2024/06/04,m5,289,315,91.75
2024/06/04,m6,575,675,85.19
2024/06/05,m1,105,137,76.64
2024/06/05,m2,709,740,95.81
2024/06/05,m3,108,143,75.52
2024/06/05,m4,266,535,49.72
2024/06/05,m5,158,356,44.38
2024/06/05,m6,178,696,25.57
2024/06/06,m1,374,412,90.78
2024/06/06,m2,408,467,87.37
2024/06/06,m3,233,370,62.97
2024/06/06,m4,122,126,96.83
2024/06/06,m5,657,841,78.12
2024/06/06,m6,160,786,20.36
2024/06/07,m1,108,108,100.0
2024/06/07,m2,295,406,72.66
2024/06/07,m3,232,520,44.62
2024/06/07,m4,261,757,34.48
2024/06/07,m5,175,281,62.28
2024/06/07,m6,443,502,88.25
2024/06/08,m1,102,141,72.34
2024/06/08,m2,135,193,69.95
2024/06/08,m3,336,769,43.69
2024/06/08,m4,252,695,36.26
2024/06/08,m5,206,403,51.12
2024/06/08,m6,114,483,23.6
