Date,Test_Executed,Test_Passed,Test_Failed,Pass_Rate(%),Open_Bugs,Critical_Bugs,Code_Coverage
2024-07-09,110,91,19,82.73,29,5,65.4
2024-07-11,142,135,7,95.07,15,6,65.6
2024-07-13,147,118,29,80.27,10,3,65.7
2024-07-14,178,157,21,88.2,15,1,65.9
2024-07-16,126,110,16,87.3,22,3,66.1
2024-07-19,187,161,26,86.1,29,9,66.2
2024-07-20,171,164,7,95.91,16,7,66.4
2024-07-22,147,140,7,95.24,7,9,66.6
2024-07-24,119,95,24,79.83,9,0,66.7
2024-07-26,183,158,25,86.34,12,9,66.9
2024-07-29,132,105,27,79.55,10,8,67.1
2024-08-01,134,112,22,83.58,29,2,67.2
2024-08-04,156,150,6,96.15,9,4,67.4
2024-08-07,104,76,28,73.08,14,0,67.6
2024-08-09,177,162,15,91.53,15,5,67.7
2024-08-12,141,127,14,90.07,16,6,67.9
2024-08-13,129,106,23,82.17,20,7,68.1
2024-08-15,181,172,9,95.03,22,8,68.2
2024-08-17,123,101,22,82.11,5,1,68.4
2024-08-20,139,120,19,86.33,15,3,68.6
2024-08-21,184,174,10,94.57,16,9,68.7
2024-08-24,143,121,22,84.62,16,4,68.9
2024-08-25,188,179,9,95.21,14,6,69.1
2024-08-27,167,148,19,88.62,27,8,69.2
2024-08-28,199,179,20,89.95,23,4,69.4
2024-08-29,179,165,14,92.18,18,4,69.6
2024-09-01,161,149,12,92.55,21,0,69.7
2024-09-02,120,109,11,90.83,13,2,69.9
2024-09-05,196,169,27,86.22,21,1,70.1
2024-09-06,181,172,9,95.03,5,8,70.2
2024-09-08,162,139,23,85.8,15,7,70.4
2024-09-11,163,136,27,83.44,17,1,70.6
2024-09-14,124,100,24,80.65,10,1,70.7
2024-09-17,137,117,20,85.4,20,0,70.9
2024-09-18,140,112,28,80.0,27,4,71.0
2024-09-21,138,132,6,95.65,29,8,71.2
2024-09-23,109,87,22,79.82,27,0,71.4
2024-09-26,112,88,24,78.57,11,4,71.5
2024-09-28,129,115,14,89.15,21,4,71.7
2024-09-30,143,130,13,90.91,16,0,71.9
2024-10-02,144,129,15,89.58,10,0,72.0
2024-10-03,157,143,14,91.08,25,3,72.2
2024-10-04,132,121,11,91.67,18,4,72.4
2024-10-06,186,159,27,85.48,17,9,72.5
2024-10-09,144,122,22,84.72,19,2,72.7
2024-10-11,174,159,15,91.38,12,1,72.9
2024-10-12,175,161,14,92.0,8,1,73.0
2024-10-14,146,129,17,88.36,16,4,73.2
2024-10-16,151,130,21,86.09,12,3,73.4
2024-10-17,180,160,20,88.89,27,3,73.5
2024-10-20,179,174,5,97.21,6,0,73.7
2024-10-22,112,93,19,83.04,27,8,73.9
2024-10-24,118,110,8,93.22,13,0,74.0
2024-10-27,132,105,27,79.55,10,5,74.2
2024-10-29,134,127,7,94.78,18,0,74.4
2024-10-30,191,183,8,95.81,29,4,74.5
2024-11-02,112,100,12,89.29,24,4,74.7
2024-11-05,142,133,9,93.66,7,7,74.9
2024-11-07,119,101,18,84.87,20,6,75.0
2024-11-10,187,174,13,93.05,19,3,75.2
2024-11-13,196,177,19,90.31,28,7,75.4
2024-11-14,105,76,29,72.38,19,2,75.5
2024-11-17,102,73,29,71.57,23,4,75.7
2024-11-19,196,176,20,89.8,15,6,75.9
2024-11-20,190,164,26,86.32,17,8,76.0
2024-11-21,190,180,10,94.74,13,3,76.2
2024-11-22,100,89,11,89.0,29,9,76.4
2024-11-25,184,159,25,86.41,24,9,76.5
2024-11-26,147,138,9,93.88,11,5,76.7
2024-11-29,187,166,21,88.77,5,8,76.9
2024-11-30,192,171,21,89.06,16,6,77.0
2024-12-03,132,120,12,90.91,24,5,77.2
2024-12-04,141,125,16,88.65,11,5,77.3
2024-12-06,105,78,27,74.29,28,0,77.5
2024-12-07,156,135,21,86.54,27,8,77.7
2024-12-08,153,140,13,91.5,23,1,77.8
2024-12-09,154,131,23,85.06,26,1,78.0
2024-12-11,197,173,24,87.82,26,0,78.2
2024-12-13,126,116,10,92.06,6,6,78.3
2024-12-16,111,95,16,85.59,11,6,78.5
2024-12-17,111,88,23,79.28,18,5,78.7
2024-12-19,106,99,7,93.4,13,0,78.8
2024-12-20,152,132,20,86.84,20,6,79.0
2024-12-23,185,176,9,95.14,12,8,79.2
2024-12-24,164,159,5,96.95,9,1,79.3
2024-12-27,163,152,11,93.25,16,7,79.5
2024-12-29,163,155,8,95.09,9,4,79.7
2024-12-30,162,150,12,92.59,8,2,79.8
2024-12-31,177,157,20,88.7,18,6,80.0
