Date,Test_Executed,Test_Passed,Test_Failed,Pass_Rate(%),Open_Bugs,Critical_Bugs,Code_Coverage
2024-05-08,66,55,11,83.33,28,9,39.0
2024-05-11,60,33,27,55.0,24,5,39.2
2024-05-14,82,58,24,70.73,7,6,39.3
2024-05-16,116,92,24,79.31,21,0,39.5
2024-05-18,74,50,24,67.57,24,3,39.7
2024-05-20,150,121,29,80.67,16,8,39.8
2024-05-23,57,40,17,70.18,29,7,40.0
2024-05-26,153,127,26,83.01,26,9,40.1
2024-05-29,68,54,14,79.41,7,2,40.3
2024-05-30,83,66,17,79.52,17,9,40.5
2024-06-01,147,142,5,96.6,29,8,40.6
2024-06-03,123,116,7,94.31,23,6,40.8
2024-06-06,101,82,19,81.19,25,0,41.0
2024-06-09,79,71,8,89.87,10,8,41.1
2024-06-10,105,96,9,91.43,14,7,41.3
2024-06-13,125,104,21,83.2,22,1,41.4
2024-06-15,105,77,28,73.33,24,4,41.6
2024-06-17,87,60,27,68.97,19,5,41.8
2024-06-19,150,129,21,86.0,21,3,41.9
2024-06-21,76,70,6,92.11,10,5,42.1
2024-06-22,138,121,17,87.68,6,9,42.3
2024-06-23,100,74,26,74.0,21,2,42.4
2024-06-26,62,37,25,59.68,15,5,42.6
2024-06-28,69,59,10,85.51,7,1,42.7
2024-07-01,124,107,17,86.29,22,3,42.9
2024-07-03,91,86,5,94.51,12,9,43.1
2024-07-05,143,129,14,90.21,12,1,43.2
2024-07-07,138,126,12,91.3,5,7,43.4
2024-07-08,141,116,25,82.27,19,7,43.6
2024-07-09,82,74,8,90.24,9,5,43.7
2024-07-10,122,110,12,90.16,5,6,43.9
2024-07-12,148,122,26,82.43,25,3,44.0
2024-07-13,154,147,7,95.45,20,5,44.2
2024-07-14,92,71,21,77.17,29,5,44.4
2024-07-16,95,71,24,74.74,26,0,44.5
2024-07-18,118,104,14,88.14,14,6,44.7
2024-07-19,83,68,15,81.93,13,2,44.9
2024-07-21,141,126,15,89.36,14,1,45.0
2024-07-24,145,119,26,82.07,27,3,45.2
2024-07-25,127,110,17,86.61,27,7,45.3
2024-07-28,143,124,19,86.71,17,3,45.5
2024-07-29,83,73,10,87.95,19,7,45.7
2024-07-30,140,135,5,96.43,5,3,45.8
2024-07-31,138,123,15,89.13,12,0,46.0
2024-08-02,97,69,28,71.13,7,6,46.1
2024-08-05,111,96,15,86.49,28,8,46.3
2024-08-07,149,123,26,82.55,21,7,46.5
2024-08-08,154,128,26,83.12,24,8,46.6
2024-08-10,140,126,14,90.0,18,0,46.8
2024-08-12,147,129,18,87.76,11,3,47.0
2024-08-15,152,136,16,89.47,11,3,47.1
2024-08-16,116,111,5,95.69,6,1,47.3
2024-08-17,108,96,12,88.89,22,3,47.4
2024-08-20,112,94,18,83.93,25,3,47.6
2024-08-21,64,48,16,75.0,8,1,47.8
2024-08-23,107,87,20,81.31,21,5,47.9
2024-08-24,91,81,10,89.01,25,5,48.1
2024-08-26,116,92,24,79.31,5,4,48.3
2024-08-29,106,100,6,94.34,22,6,48.4
2024-09-01,115,102,13,88.7,16,6,48.6
2024-09-03,72,43,29,59.72,22,6,48.7
2024-09-04,110,99,11,90.0,9,4,48.9
2024-09-06,88,68,20,77.27,25,0,49.1
2024-09-09,104,82,22,78.85,24,7,49.2
2024-09-10,67,38,29,56.72,5,0,49.4
2024-09-12,79,63,16,79.75,20,4,49.6
2024-09-15,108,88,20,81.48,12,5,49.7
2024-09-16,119,113,6,94.96,25,2,49.9
2024-09-18,65,43,22,66.15,16,9,50.0
2024-09-21,130,106,24,81.54,23,5,50.2
2024-09-23,84,66,18,78.57,17,1,50.4
2024-09-25,65,50,15,76.92,19,3,50.5
2024-09-26,118,95,23,80.51,20,3,50.7
2024-09-29,116,92,24,79.31,24,4,50.9
2024-10-02,113,88,25,77.88,5,8,51.0
2024-10-04,131,119,12,90.84,20,9,51.2
2024-10-05,123,114,9,92.68,22,2,51.3
2024-10-08,135,122,13,90.37,19,8,51.5
2024-10-11,117,111,6,94.87,28,7,51.7
2024-10-14,84,70,14,83.33,14,8,51.8
2024-10-17,102,86,16,84.31,18,1,52.0
2024-10-20,91,70,21,76.92,10,0,52.1
2024-10-23,102,81,21,79.41,14,5,52.3
2024-10-25,82,73,9,89.02,17,5,52.5
2024-10-28,65,50,15,76.92,13,6,52.6
2024-10-31,81,70,11,86.42,9,0,52.8
2024-11-03,72,64,8,88.89,25,5,53.0
2024-11-05,146,133,13,91.1,21,5,53.1
2024-11-08,141,120,21,85.11,17,4,53.3
2024-11-10,153,135,18,88.24,16,3,53.4
2024-11-13,72,56,16,77.78,9,1,53.6
2024-11-14,75,67,8,89.33,22,2,53.8
2024-11-17,92,63,29,68.48,23,5,53.9
2024-11-20,124,106,18,85.48,8,3,54.1
2024-11-23,150,142,8,94.67,18,7,54.3
2024-11-26,82,55,27,67.07,11,8,54.4
2024-11-28,148,138,10,93.24,21,0,54.6
2024-11-29,124,116,8,93.55,9,7,54.7
2024-12-01,122,101,21,82.79,7,0,54.9
2024-12-03,106,85,21,80.19,22,1,55.1
2024-12-04,149,130,19,87.25,6,5,55.2
2024-12-05,131,108,23,82.44,26,1,55.4
2024-12-06,125,97,28,77.6,13,2,55.6
2024-12-08,65,42,23,64.62,23,2,55.7
2024-12-10,114,95,19,83.33,20,0,55.9
2024-12-12,112,88,24,78.57,6,5,56.0
2024-12-15,93,67,26,72.04,22,8,56.2
2024-12-17,108,93,15,86.11,26,1,56.4
2024-12-18,87,70,17,80.46,6,6,56.5
2024-12-20,135,112,23,82.96,27,7,56.7
2024-12-22,133,117,16,87.97,7,2,56.9
2024-12-24,140,117,23,83.57,19,0,57.0
2024-12-26,139,132,7,94.96,23,7,57.2
2024-12-28,61,48,13,78.69,24,9,57.3
2024-12-31,79,58,21,73.42,13,8,57.5
