date,module_name,covered_line_number,total_line_number,coverage_percentage
2024/02/10,m2,166,300,55.33
2024/02/10,m3,110,119,92.44
2024/02/10,m4,139,312,44.55
2024/02/10,m5,344,456,75.44
2024/02/10,m6,211,237,89.03
2024/02/11,m1,125,177,70.62
2024/02/11,m2,302,457,66.08
2024/02/11,m3,172,493,34.89
2024/02/11,m4,279,281,99.29
2024/02/11,m5,390,877,44.47
2024/02/11,m6,737,769,95.84
2024/02/12,m1,278,293,94.88
2024/02/12,m2,286,716,39.94
2024/02/12,m3,101,614,16.45
2024/02/12,m4,504,642,78.5
2024/02/12,m5,111,115,96.52
2024/02/12,m6,229,706,32.44
2024/02/13,m1,303,739,41.0
2024/02/13,m2,175,206,84.95
2024/02/13,m3,102,131,77.86
2024/02/13,m4,790,863,91.54
2024/02/13,m5,411,825,49.82
2024/02/13,m6,117,201,58.21
2024/02/14,m1,159,242,65.7
2024/02/14,m2,383,515,74.37
2024/02/14,m3,123,556,22.12
2024/02/14,m4,502,647,77.59
2024/02/14,m5,397,670,59.25
2024/02/14,m6,103,164,62.8
2024/02/15,m1,349,685,50.95
2024/02/15,m2,512,599,85.48
2024/02/15,m3,112,225,49.78
2024/02/15,m4,209,649,32.2
2024/02/15,m5,560,705,79.43
2024/02/15,m6,155,643,24.11
2024/02/16,m1,136,184,73.91
2024/02/16,m2,177,215,82.33
2024/02/16,m3,100,118,84.75
2024/02/16,m4,660,752,87.77
2024/02/16,m5,199,399,49.87
2024/02/16,m6,109,447,24.38
2024/02/17,m1,139,188,73.94
2024/02/17,m2,157,256,61.33
2024/02/17,m3,130,134,97.01
2024/02/17,m4,455,902,50.44
2024/02/17,m5,201,566,35.51
2024/02/17,m6,423,943,44.86
2024/02/18,m1,699,770,90.78
2024/02/18,m2,160,231,69.26
2024/02/18,m3,296,389,76.09
2024/02/18,m4,780,838,93.08
2024/02/18,m5,342,376,90.96
2024/02/18,m6,232,433,53.58
2024/02/19,m1,776,930,83.44
2024/02/19,m2,224,270,82.96
2024/02/19,m3,106,135,78.52
2024/02/19,m4,141,514,27.43
2024/02/19,m5,188,277,67.87
2024/02/19,m6,148,316,46.84
2024/02/20,m1,112,169,66.27
2024/02/20,m2,280,410,68.29
2024/02/20,m3,100,128,78.12
2024/02/20,m4,439,605,72.56
2024/02/20,m5,230,350,65.71
2024/02/20,m6,122,200,61.0
2024/02/21,m1,773,934,82.76
2024/02/21,m2,443,529,83.74
2024/02/21,m3,100,343,29.15
2024/02/21,m4,485,703,68.99
2024/02/21,m5,155,317,48.9
2024/02/21,m6,228,624,36.54
2024/02/22,m1,130,219,59.36
2024/02/22,m2,111,112,99.11
2024/02/22,m3,481,869,55.35
2024/02/22,m4,259,337,76.85
2024/02/22,m5,716,791,90.52
2024/02/22,m6,675,776,86.98
2024/02/23,m1,103,496,20.77
2024/02/23,m2,171,288,59.38
2024/02/23,m3,146,233,62.66
2024/02/23,m4,644,919,70.08
2024/02/23,m5,557,905,61.55
2024/02/23,m6,282,545,51.74
2024/02/24,m1,559,775,72.13
2024/02/24,m2,158,303,52.15
2024/02/24,m3,108,123,87.8
2024/02/24,m4,154,279,55.2
2024/02/24,m5,378,665,56.84
2024/02/24,m6,162,658,24.62
2024/02/25,m1,296,641,46.18
2024/02/25,m2,104,858,12.12
2024/02/25,m3,414,482,85.89
2024/02/25,m4,382,627,60.93
2024/02/25,m5,414,848,48.82
2024/02/25,m6,211,965,21.87
2024/02/26,m1,282,330,85.45
2024/02/26,m2,109,677,16.1
2024/02/26,m3,189,493,38.34
2024/02/26,m4,420,510,82.35
2024/02/26,m5,226,867,26.07
2024/02/26,m6,301,453,66.45
2024/02/27,m1,395,582,67.87
2024/02/27,m2,303,551,54.99
2024/02/27,m3,104,129,80.62
2024/02/27,m4,360,743,48.45
2024/02/27,m5,254,413,61.5
2024/02/27,m6,359,442,81.22
2024/02/28,m1,270,910,29.67
2024/02/28,m2,387,491,78.82
2024/02/28,m3,242,295,82.03
2024/02/28,m4,164,418,39.23
2024/02/28,m5,286,423,67.61
2024/02/28,m6,224,716,31.28
2024/02/29,m1,520,787,66.07
2024/02/29,m2,443,503,88.07
2024/02/29,m3,287,461,62.26
2024/02/29,m4,482,671,71.83
2024/02/29,m5,247,256,96.48
2024/02/29,m6,152,273,55.68
2024/03/01,m1,165,348,47.41
2024/03/01,m2,171,299,57.19
2024/03/01,m3,213,335,63.58
2024/03/01,m4,146,528,27.65
2024/03/01,m5,237,609,38.92
2024/03/01,m6,577,968,59.61
2024/03/02,m1,148,183,80.87
2024/03/02,m2,482,701,68.76
2024/03/02,m3,157,272,57.72
2024/03/02,m4,202,983,20.55
2024/03/02,m5,399,669,59.64
2024/03/02,m6,205,331,61.93
2024/03/03,m1,693,792,87.5
2024/03/03,m2,330,528,62.5
2024/03/03,m3,371,655,56.64
2024/03/03,m4,846,887,95.38
2024/03/03,m5,532,825,64.48
2024/03/03,m6,658,787,83.61
2024/03/04,m1,669,913,73.27
2024/03/04,m2,458,581,78.83
2024/03/04,m3,219,823,26.61
2024/03/04,m4,102,133,76.69
2024/03/04,m5,221,364,60.71
2024/03/04,m6,304,448,67.86
2024/03/05,m1,474,561,84.49
2024/03/05,m2,247,651,37.94
2024/03/05,m3,241,296,81.42
2024/03/05,m4,201,607,33.11
2024/03/05,m5,150,912,16.45
2024/03/05,m6,536,763,70.25
2024/03/06,m1,578,578,100.0
2024/03/06,m2,594,777,76.45
2024/03/06,m3,271,838,32.34
2024/03/06,m4,843,921,91.53
2024/03/06,m5,118,412,28.64
2024/03/06,m6,184,260,70.77
2024/03/07,m1,680,686,99.13
2024/03/07,m2,440,555,79.28
2024/03/07,m3,107,114,93.86
2024/03/07,m4,100,101,99.01
2024/03/07,m5,163,193,84.46
2024/03/07,m6,283,297,95.29
2024/03/08,m1,576,639,90.14
2024/03/08,m2,627,723,86.72
2024/03/08,m3,452,516,87.6
2024/03/08,m4,105,231,45.45
2024/03/08,m5,101,148,68.24
2024/03/08,m6,272,306,88.89
2024/03/09,m1,191,294,64.97
2024/03/09,m2,537,960,55.94
2024/03/09,m3,549,560,98.04
2024/03/09,m4,119,166,71.69
2024/03/09,m5,221,231,95.67
2024/03/09,m6,357,674,52.97
2024/03/10,m1,304,450,67.56
2024/03/10,m2,142,252,56.35
2024/03/10,m3,239,492,48.58
2024/03/10,m4,396,716,55.31
2024/03/10,m5,307,426,72.07
2024/03/10,m6,108,143,75.52
2024/03/11,m1,160,204,78.43
2024/03/11,m2,378,834,45.32
2024/03/11,m3,438,797,54.96
2024/03/11,m4,111,561,19.79
2024/03/11,m5,758,805,94.16
2024/03/11,m6,515,643,80.09
2024/03/12,m1,301,935,32.19
2024/03/12,m2,236,271,87.08
2024/03/12,m3,138,249,55.42
2024/03/12,m4,232,367,63.22
2024/03/12,m5,319,882,36.17
2024/03/12,m6,108,114,94.74
2024/03/13,m1,226,532,42.48
2024/03/13,m2,214,858,24.94
2024/03/13,m3,261,448,58.26
2024/03/13,m4,187,211,88.63
2024/03/13,m5,598,712,83.99
2024/03/13,m6,376,662,56.8
2024/03/14,m1,366,781,46.86
2024/03/14,m2,101,159,63.52
2024/03/14,m3,387,902,42.9
2024/03/14,m4,278,815,34.11
2024/03/14,m5,106,118,89.83
2024/03/14,m6,162,401,40.4
2024/03/15,m1,384,667,57.57
2024/03/15,m2,182,232,78.45
2024/03/15,m3,358,453,79.03
2024/03/15,m4,108,119,90.76
2024/03/15,m5,247,821,30.09
2024/03/15,m6,238,511,46.58
2024/03/16,m1,144,173,83.24
2024/03/16,m2,606,918,66.01
2024/03/16,m3,111,355,31.27
2024/03/16,m4,119,415,28.67
2024/03/16,m5,236,881,26.79
2024/03/16,m6,131,234,55.98
2024/03/17,m1,326,355,91.83
2024/03/17,m2,123,160,76.88
2024/03/17,m3,260,376,69.15
2024/03/17,m4,123,147,83.67
2024/03/17,m5,137,146,93.84
2024/03/17,m6,370,498,74.3
2024/03/18,m1,308,321,95.95
2024/03/18,m2,865,900,96.11
2024/03/18,m3,257,435,59.08
2024/03/18,m4,624,842,74.11
2024/03/18,m5,711,782,90.92
2024/03/18,m6,578,782,73.91
2024/03/19,m1,188,438,42.92
2024/03/19,m2,524,972,53.91
2024/03/19,m3,219,542,40.41
2024/03/19,m4,576,644,89.44
2024/03/19,m5,208,326,63.8
2024/03/19,m6,503,596,84.4
2024/03/20,m1,242,755,32.05
2024/03/20,m2,191,733,26.06
2024/03/20,m3,353,730,48.36
2024/03/20,m4,120,738,16.26
2024/03/20,m5,323,457,70.68
2024/03/20,m6,690,732,94.26
2024/03/21,m1,722,980,73.67
2024/03/21,m2,231,261,88.51
2024/03/21,m3,222,259,85.71
2024/03/21,m4,233,687,33.92
2024/03/21,m5,152,444,34.23
2024/03/21,m6,125,808,15.47
2024/03/22,m1,677,948,71.41
2024/03/22,m2,438,465,94.19
2024/03/22,m3,433,547,79.16
2024/03/22,m4,532,603,88.23
2024/03/22,m5,123,808,15.22
2024/03/22,m6,113,544,20.77
2024/03/23,m1,927,988,93.83
2024/03/23,m2,304,391,77.75
2024/03/23,m3,580,671,86.44
2024/03/23,m4,217,518,41.89
2024/03/23,m5,172,751,22.9
2024/03/23,m6,104,109,95.41
2024/03/24,m1,252,335,75.22
2024/03/24,m2,122,144,84.72
2024/03/24,m3,365,682,53.52
2024/03/24,m4,241,656,36.74
2024/03/24,m5,201,744,27.02
2024/03/24,m6,109,167,65.27
2024/03/25,m1,104,966,10.77
2024/03/25,m2,103,899,11.46
2024/03/25,m3,781,882,88.55
2024/03/25,m4,297,297,100.0
2024/03/25,m5,194,273,71.06
2024/03/25,m6,150,269,55.76
2024/03/26,m1,278,340,81.76
2024/03/26,m2,152,171,88.89
2024/03/26,m3,225,379,59.37
2024/03/26,m4,467,574,81.36
2024/03/26,m5,899,980,91.73
2024/03/26,m6,385,515,74.76
2024/03/27,m1,360,873,41.24
2024/03/27,m2,273,921,29.64
2024/03/27,m3,383,844,45.38
2024/03/27,m4,375,488,76.84
2024/03/27,m5,459,711,64.56
2024/03/27,m6,379,762,49.74
2024/03/28,m1,140,180,77.78
2024/03/28,m2,116,395,29.37
2024/03/28,m3,291,438,66.44
2024/03/28,m4,176,382,46.07
2024/03/28,m5,103,108,95.37
2024/03/28,m6,200,393,50.89
2024/03/29,m1,634,935,67.81
2024/03/29,m2,650,947,68.64
2024/03/29,m3,293,516,56.78
2024/03/29,m4,226,548,41.24
2024/03/29,m5,118,502,23.51
2024/03/29,m6,947,996,95.08
2024/03/30,m1,308,764,40.31
2024/03/30,m2,119,123,96.75
2024/03/30,m3,136,278,48.92
2024/03/30,m4,415,874,47.48
2024/03/30,m5,121,153,79.08
2024/03/30,m6,444,641,69.27
2024/03/31,m1,396,492,80.49
2024/03/31,m2,294,428,68.69
2024/03/31,m3,157,157,100.0
2024/03/31,m4,567,912,62.17
2024/03/31,m5,118,309,38.19
2024/03/31,m6,557,932,59.76
2024/04/01,m1,127,131,96.95
2024/04/01,m2,338,619,54.6
2024/04/01,m3,258,522,49.43
2024/04/01,m4,248,820,30.24
2024/04/01,m5,106,118,89.83
2024/04/01,m6,105,383,27.42
2024/04/02,m1,111,132,84.09
2024/04/02,m2,879,984,89.33
2024/04/02,m3,270,517,52.22
2024/04/02,m4,587,756,77.65
2024/04/02,m5,452,907,49.83
2024/04/02,m6,863,989,87.26
2024/04/03,m1,465,476,97.69
2024/04/03,m2,558,980,56.94
2024/04/03,m3,600,825,72.73
2024/04/03,m4,181,208,87.02
2024/04/03,m5,609,935,65.13
2024/04/03,m6,101,103,98.06
2024/04/04,m1,364,811,44.88
2024/04/04,m2,366,522,70.11
2024/04/04,m3,683,816,83.7
2024/04/04,m4,280,377,74.27
2024/04/04,m5,137,164,83.54
2024/04/04,m6,182,316,57.59
2024/04/05,m1,159,900,17.67
2024/04/05,m2,433,783,55.3
2024/04/05,m3,376,509,73.87
2024/04/05,m4,124,185,67.03
2024/04/05,m5,473,558,84.77
2024/04/05,m6,435,491,88.59
2024/04/06,m1,319,393,81.17
2024/04/06,m2,178,511,34.83
2024/04/06,m3,104,108,96.3
2024/04/06,m4,364,486,74.9
2024/04/06,m5,537,992,54.13
2024/04/06,m6,145,325,44.62
2024/04/07,m1,100,106,94.34
2024/04/07,m2,260,368,70.65
2024/04/07,m3,396,533,74.3
2024/04/07,m4,473,474,99.79
2024/04/07,m5,101,103,98.06
2024/04/07,m6,115,936,12.29
2024/04/08,m1,147,584,25.17
2024/04/08,m2,427,466,91.63
2024/04/08,m3,377,832,45.31
2024/04/08,m4,106,166,63.86
2024/04/08,m5,301,588,51.19
2024/04/08,m6,102,102,100.0
2024/04/09,m1,165,617,26.74
2024/04/09,m2,433,950,45.58
2024/04/09,m3,172,339,50.74
2024/04/09,m4,223,285,78.25
2024/04/09,m5,107,216,49.54
2024/04/09,m6,281,949,29.61
2024/04/10,m1,339,763,44.43
2024/04/10,m2,314,530,59.25
2024/04/10,m3,637,896,71.09
2024/04/10,m4,424,778,54.5
2024/04/10,m5,538,599,89.82
2024/04/10,m6,156,481,32.43
2024/04/11,m1,396,959,41.29
2024/04/11,m2,586,651,90.02
2024/04/11,m3,246,540,45.56
2024/04/11,m4,299,640,46.72
2024/04/11,m5,391,521,75.05
2024/04/11,m6,678,949,71.44
2024/04/12,m1,325,383,84.86
2024/04/12,m2,304,382,79.58
2024/04/12,m3,199,997,19.96
2024/04/12,m4,277,417,66.43
2024/04/12,m5,117,557,21.01
2024/04/12,m6,101,326,30.98
2024/04/13,m1,132,192,68.75
2024/04/13,m2,368,808,45.54
2024/04/13,m3,247,253,97.63
2024/04/13,m4,121,155,78.06
2024/04/13,m5,211,467,45.18
2024/04/13,m6,132,789,16.73
2024/04/14,m1,133,634,20.98
2024/04/14,m2,336,850,39.53
2024/04/14,m3,809,812,99.63
2024/04/14,m4,267,844,31.64
2024/04/14,m5,194,691,28.08
2024/04/14,m6,881,961,91.68
2024/04/15,m1,294,658,44.68
2024/04/15,m2,510,600,85.0
2024/04/15,m3,121,261,46.36
2024/04/15,m4,148,364,40.66
2024/04/15,m5,324,674,48.07
2024/04/15,m6,301,808,37.25
2024/04/16,m1,372,420,88.57
2024/04/16,m2,121,226,53.54
2024/04/16,m3,409,552,74.09
2024/04/16,m4,105,107,98.13
2024/04/16,m5,185,669,27.65
2024/04/16,m6,205,278,73.74
2024/04/17,m1,123,251,49.0
2024/04/17,m2,107,107,100.0
2024/04/17,m3,247,289,85.47
2024/04/17,m4,193,234,82.48
2024/04/17,m5,519,869,59.72
2024/04/17,m6,232,314,73.89
2024/04/18,m1,260,819,31.75
2024/04/18,m2,110,116,94.83
2024/04/18,m3,315,353,89.24
2024/04/18,m4,371,671,55.29
2024/04/18,m5,773,902,85.7
2024/04/18,m6,272,379,71.77
2024/04/19,m1,692,723,95.71
2024/04/19,m2,277,845,32.78
2024/04/19,m3,412,649,63.48
2024/04/19,m4,365,673,54.23
2024/04/19,m5,313,420,74.52
2024/04/19,m6,123,205,60.0
2024/04/20,m1,209,296,70.61
2024/04/20,m2,119,230,51.74
2024/04/20,m3,260,362,71.82
2024/04/20,m4,308,438,70.32
2024/04/20,m5,123,165,74.55
2024/04/20,m6,195,634,30.76
2024/04/21,m1,160,861,18.58
2024/04/21,m2,116,153,75.82
2024/04/21,m3,555,751,73.9
2024/04/21,m4,478,765,62.48
2024/04/21,m5,685,732,93.58
2024/04/21,m6,236,861,27.41
2024/04/22,m1,108,205,52.68
2024/04/22,m2,184,528,34.85
2024/04/22,m3,134,170,78.82
2024/04/22,m4,478,631,75.75
2024/04/22,m5,289,984,29.37
2024/04/22,m6,225,579,38.86
2024/04/23,m1,257,465,55.27
2024/04/23,m2,676,681,99.27
2024/04/23,m3,318,513,61.99
2024/04/23,m4,139,179,77.65
2024/04/23,m5,798,826,96.61
2024/04/23,m6,569,747,76.17
2024/04/24,m1,118,366,32.24
2024/04/24,m2,103,120,85.83
2024/04/24,m3,172,249,69.08
2024/04/24,m4,241,456,52.85
2024/04/24,m5,209,271,77.12
2024/04/24,m6,103,558,18.46
2024/04/25,m1,159,537,29.61
2024/04/25,m2,755,811,93.09
2024/04/25,m3,275,449,61.25
2024/04/25,m4,161,619,26.01
2024/04/25,m5,141,159,88.68
2024/04/25,m6,102,270,37.78
2024/04/26,m1,486,831,58.48
2024/04/26,m2,332,871,38.12
2024/04/26,m3,606,657,92.24
2024/04/26,m4,394,546,72.16
2024/04/26,m5,402,441,91.16
2024/04/26,m6,131,223,58.74
2024/04/27,m1,264,342,77.19
2024/04/27,m2,343,591,58.04
2024/04/27,m3,487,589,82.68
2024/04/27,m4,406,572,70.98
2024/04/27,m5,155,259,59.85
2024/04/27,m6,329,766,42.95
2024/04/28,m1,962,962,100.0
2024/04/28,m2,543,757,71.73
2024/04/28,m3,233,469,49.68
2024/04/28,m4,111,655,16.95
2024/04/28,m5,219,288,76.04
2024/04/28,m6,218,886,24.6
2024/04/29,m1,461,712,64.75
2024/04/29,m2,106,151,70.2
2024/04/29,m3,242,511,47.36
2024/04/29,m4,514,693,74.17
2024/04/29,m5,264,631,41.84
2024/04/29,m6,106,131,80.92
2024/04/30,m1,112,256,43.75
2024/04/30,m2,800,895,89.39
2024/04/30,m3,127,372,34.14
2024/04/30,m4,419,509,82.32
2024/04/30,m5,205,243,84.36
2024/04/30,m6,470,496,94.76
2024/05/01,m1,112,141,79.43
2024/05/01,m2,298,302,98.68
2024/05/01,m3,322,553,58.23
2024/05/01,m4,367,405,90.62
2024/05/01,m5,496,552,89.86
2024/05/01,m6,172,193,89.12
2024/05/02,m1,572,614,93.16
2024/05/02,m2,453,535,84.67
2024/05/02,m3,368,473,77.8
2024/05/02,m4,107,606,17.66
2024/05/02,m5,692,812,85.22
2024/05/02,m6,282,346,81.5
2024/05/03,m1,107,301,35.55
2024/05/03,m2,933,969,96.28
2024/05/03,m3,468,626,74.76
2024/05/03,m4,227,649,34.98
2024/05/03,m5,575,728,78.98
2024/05/03,m6,131,373,35.12
2024/05/04,m1,342,643,53.19
2024/05/04,m2,721,795,90.69
2024/05/04,m3,568,970,58.56
2024/05/04,m4,163,176,92.61
2024/05/04,m5,335,644,52.02
2024/05/04,m6,100,145,68.97
2024/05/05,m1,569,614,92.67
2024/05/05,m2,119,170,70.0
2024/05/05,m3,642,718,89.42
2024/05/05,m4,107,148,72.3
2024/05/05,m5,260,809,32.14
2024/05/05,m6,236,293,80.55
2024/05/06,m1,191,320,59.69
2024/05/06,m2,360,895,40.22
2024/05/06,m3,218,244,89.34
2024/05/06,m4,217,669,32.44
2024/05/06,m5,333,490,67.96
2024/05/06,m6,344,887,38.78
2024/05/07,m1,244,361,67.59
2024/05/07,m2,324,969,33.44
2024/05/07,m3,147,653,22.51
2024/05/07,m4,948,963,98.44
2024/05/07,m5,206,214,96.26
2024/05/07,m6,846,922,91.76
2024/05/08,m1,578,901,64.15
2024/05/08,m2,330,756,43.65
2024/05/08,m3,111,346,32.08
2024/05/08,m4,599,718,83.43
2024/05/08,m5,102,795,12.83
2024/05/08,m6,103,630,16.35
2024/05/09,m1,102,741,13.77
2024/05/09,m2,309,347,89.05
2024/05/09,m3,813,839,96.9
2024/05/09,m4,478,719,66.48
2024/05/09,m5,256,280,91.43
2024/05/09,m6,184,219,84.02
2024/05/10,m1,103,125,82.4
2024/05/10,m2,635,774,82.04
2024/05/10,m3,258,465,55.48
2024/05/10,m4,230,630,36.51
2024/05/10,m5,180,292,61.64
2024/05/10,m6,203,276,73.55
2024/05/11,m1,752,933,80.6
2024/05/11,m2,209,489,42.74
2024/05/11,m3,762,816,93.38
2024/05/11,m4,245,902,27.16
2024/05/11,m5,953,989,96.36
2024/05/11,m6,129,314,41.08
2024/05/12,m1,185,733,25.24
2024/05/12,m2,213,469,45.42
2024/05/12,m3,140,165,84.85
2024/05/12,m4,623,817,76.25
2024/05/12,m5,507,832,60.94
2024/05/12,m6,371,390,95.13
2024/05/13,m1,235,283,83.04
2024/05/13,m2,576,747,77.11
2024/05/13,m3,550,927,59.33
2024/05/13,m4,722,991,72.86
2024/05/13,m5,663,685,96.79
2024/05/13,m6,502,957,52.46
2024/05/14,m1,201,555,36.22
2024/05/14,m2,509,810,62.84
2024/05/14,m3,474,812,58.37
2024/05/14,m4,123,136,90.44
2024/05/14,m5,211,233,90.56
2024/05/14,m6,630,993,63.44
2024/05/15,m1,191,248,77.02
2024/05/15,m2,412,843,48.87
2024/05/15,m3,239,648,36.88
2024/05/15,m4,184,374,49.2
2024/05/15,m5,143,251,56.97
2024/05/15,m6,306,435,70.34
2024/05/16,m1,413,789,52.34
2024/05/16,m2,660,687,96.07
2024/05/16,m3,595,824,72.21
2024/05/16,m4,503,567,88.71
2024/05/16,m5,147,188,78.19
2024/05/16,m6,335,429,78.09
2024/05/17,m1,655,915,71.58
2024/05/17,m2,180,707,25.46
2024/05/17,m3,295,341,86.51
2024/05/17,m4,123,141,87.23
2024/05/17,m5,119,141,84.4
2024/05/17,m6,103,549,18.76
2024/05/18,m1,156,520,30.0
2024/05/18,m2,319,862,37.01
2024/05/18,m3,217,893,24.3
2024/05/18,m4,270,805,33.54
2024/05/18,m5,566,692,81.79
2024/05/18,m6,558,768,72.66
2024/05/19,m1,110,113,97.35
2024/05/19,m2,428,522,81.99
2024/05/19,m3,371,406,91.38
2024/05/19,m4,227,276,82.25
2024/05/19,m5,222,306,72.55
2024/05/19,m6,254,262,96.95
2024/05/20,m1,763,968,78.82
2024/05/20,m2,377,748,50.4
2024/05/20,m3,187,987,18.95
2024/05/20,m4,126,284,44.37
2024/05/20,m5,536,681,78.71
2024/05/20,m6,370,430,86.05
2024/05/21,m1,202,880,22.95
2024/05/21,m2,703,811,86.68
2024/05/21,m3,197,260,75.77
2024/05/21,m4,491,849,57.83
2024/05/21,m5,113,153,73.86
2024/05/21,m6,543,904,60.07
2024/05/22,m1,157,716,21.93
2024/05/22,m2,413,640,64.53
2024/05/22,m3,187,685,27.3
2024/05/22,m4,162,172,94.19
2024/05/22,m5,298,481,61.95
2024/05/22,m6,189,229,82.53
2024/05/23,m1,286,315,90.79
2024/05/23,m2,684,882,77.55
2024/05/23,m3,128,200,64.0
2024/05/23,m4,134,222,60.36
2024/05/23,m5,123,799,15.39
2024/05/23,m6,105,105,100.0
2024/05/24,m1,287,815,35.21
2024/05/24,m2,443,445,99.55
2024/05/24,m3,514,951,54.05
2024/05/24,m4,193,333,57.96
2024/05/24,m5,329,420,78.33
2024/05/24,m6,586,786,74.55
2024/05/25,m1,132,210,62.86
2024/05/25,m2,354,434,81.57
2024/05/25,m3,107,154,69.48
2024/05/25,m4,422,953,44.28
2024/05/25,m5,118,153,77.12
2024/05/25,m6,261,702,37.18
2024/05/26,m1,493,975,50.56
2024/05/26,m2,111,116,95.69
2024/05/26,m3,369,768,48.05
2024/05/26,m4,298,776,38.4
2024/05/26,m5,467,835,55.93
2024/05/26,m6,158,335,47.16
2024/05/27,m1,257,807,31.85
2024/05/27,m2,149,289,51.56
2024/05/27,m3,240,874,27.46
2024/05/27,m4,139,342,40.64
2024/05/27,m5,146,216,67.59
2024/05/27,m6,571,675,84.59
2024/05/28,m1,131,940,13.94
2024/05/28,m2,446,507,87.97
2024/05/28,m3,522,589,88.62
2024/05/28,m4,350,841,41.62
2024/05/28,m5,241,321,75.08
2024/05/28,m6,299,595,50.25
2024/05/29,m1,265,367,72.21
2024/05/29,m2,159,352,45.17
2024/05/29,m3,335,391,85.68
2024/05/29,m4,460,500,92.0
2024/05/29,m5,430,579,74.27
2024/05/29,m6,400,436,91.74
2024/05/30,m1,269,611,44.03
2024/05/30,m2,716,799,89.61
2024/05/30,m3,116,310,37.42
2024/05/30,m4,415,500,83.0
2024/05/30,m5,556,612,90.85
2024/05/30,m6,183,364,50.27
2024/05/31,m1,393,947,41.5
2024/05/31,m2,114,150,76.0
2024/05/31,m3,118,125,94.4
2024/05/31,m4,126,150,84.0
2024/05/31,m5,500,600,83.33
2024/05/31,m6,560,642,87.23
2024/06/01,m1,494,624,79.17
2024/06/01,m2,149,311,47.91
2024/06/01,m3,264,389,67.87
2024/06/01,m4,880,904,97.35
2024/06/01,m5,483,824,58.62
2024/06/01,m6,446,447,99.78
2024/06/02,m1,185,709,26.09
2024/06/02,m2,161,384,41.93
2024/06/02,m3,247,601,41.1
2024/06/02,m4,184,433,42.49
2024/06/02,m5,720,957,75.24
2024/06/02,m6,671,753,89.11
2024/06/03,m1,108,359,30.08
2024/06/03,m2,493,583,84.56
2024/06/03,m3,104,350,29.71
2024/06/03,m4,256,791,32.36
2024/06/03,m5,195,990,19.7
2024/06/03,m6,550,600,91.67
2024/06/04,m1,180,403,44.67
2024/06/04,m2,540,933,57.88
2024/06/04,m3,409,657,62.25
2024/06/04,m4,265,306,86.6
2024/06/04,m5,336,839,40.05
2024/06/04,m6,310,436,71.1
2024/06/05,m1,267,576,46.35
2024/06/05,m2,313,369,84.82
2024/06/05,m3,154,270,57.04
2024/06/05,m4,300,379,79.16
2024/06/05,m5,156,631,24.72
2024/06/05,m6,288,315,91.43
2024/06/06,m1,159,854,18.62
2024/06/06,m2,187,309,60.52
2024/06/06,m3,403,816,49.39
2024/06/06,m4,189,689,27.43
2024/06/06,m5,504,727,69.33
2024/06/06,m6,150,150,100.0
2024/06/07,m1,184,299,61.54
2024/06/07,m2,778,868,89.63
2024/06/07,m3,220,411,53.53
2024/06/07,m4,472,933,50.59
2024/06/07,m5,674,824,81.8
2024/06/07,m6,222,302,73.51
2024/06/08,m1,142,176,80.68
2024/06/08,m2,404,576,70.14
2024/06/08,m3,461,461,100.0
2024/06/08,m4,352,507,69.43
2024/06/08,m5,115,258,44.57
2024/06/08,m6,207,620,33.39
