Date,Test_Executed,Test_Passed,Test_Failed,Pass_Rate(%),Open_Bugs,Critical_Bugs,Code_Coverage
2024-04-01,149,128,21,85.91,16,2,45.0
2024-04-04,92,87,5,94.57,12,6,45.1
2024-04-07,106,86,20,81.13,14,0,45.3
2024-04-08,103,92,11,89.32,10,3,45.4
2024-04-11,129,108,21,83.72,26,3,45.6
2024-04-14,93,83,10,89.25,11,2,45.7
2024-04-16,174,163,11,93.68,12,9,45.9
2024-04-18,102,82,20,80.39,20,5,46.0
2024-04-20,130,123,7,94.62,9,0,46.2
2024-04-21,156,130,26,83.33,14,3,46.3
2024-04-22,105,77,28,73.33,26,1,46.5
2024-04-23,76,48,28,63.16,14,6,46.6
2024-04-26,136,116,20,85.29,20,5,46.8
2024-04-27,75,65,10,86.67,24,6,46.9
2024-04-28,146,117,29,80.14,18,9,47.1
2024-04-29,127,102,25,80.31,15,1,47.2
2024-05-02,110,92,18,83.64,29,0,47.4
2024-05-05,153,133,20,86.93,10,6,47.6
2024-05-08,97,80,17,82.47,13,2,47.7
2024-05-09,101,78,23,77.23,22,9,47.9
2024-05-11,86,81,5,94.19,28,3,48.0
2024-05-13,77,48,29,62.34,24,5,48.2
2024-05-14,141,134,7,95.04,23,1,48.3
2024-05-17,156,140,16,89.74,15,3,48.5
2024-05-19,82,57,25,69.51,11,7,48.6
2024-05-22,167,156,11,93.41,22,1,48.8
2024-05-23,84,63,21,75.0,10,5,48.9
2024-05-24,147,119,28,80.95,6,3,49.1
2024-05-26,118,113,5,95.76,24,4,49.2
2024-05-28,124,118,6,95.16,14,8,49.4
2024-05-31,150,143,7,95.33,5,6,49.5
2024-06-03,145,119,26,82.07,24,7,49.7
2024-06-05,143,137,6,95.8,9,6,49.8
2024-06-08,87,81,6,93.1,29,0,50.0
2024-06-09,131,119,12,90.84,24,3,50.1
2024-06-11,115,106,9,92.17,15,3,50.3
2024-06-12,92,83,9,90.22,28,3,50.4
2024-06-14,95,75,20,78.95,20,2,50.6
2024-06-17,131,115,16,87.79,11,3,50.7
2024-06-18,149,121,28,81.21,26,8,50.9
2024-06-20,169,156,13,92.31,19,8,51.1
2024-06-22,136,108,28,79.41,27,4,51.2
2024-06-24,149,140,9,93.96,27,8,51.4
2024-06-26,169,146,23,86.39,21,0,51.5
2024-06-27,125,96,29,76.8,28,0,51.7
2024-06-28,148,127,21,85.81,14,3,51.8
2024-06-29,158,133,25,84.18,28,4,52.0
2024-06-30,114,86,28,75.44,14,5,52.1
2024-07-02,174,167,7,95.98,5,6,52.3
2024-07-04,77,53,24,68.83,8,4,52.4
2024-07-06,160,147,13,91.88,25,4,52.6
2024-07-09,77,58,19,75.32,16,0,52.7
2024-07-12,160,148,12,92.5,8,7,52.9
2024-07-13,130,123,7,94.62,26,0,53.0
2024-07-16,120,106,14,88.33,7,7,53.2
2024-07-19,120,104,16,86.67,7,0,53.3
2024-07-20,111,93,18,83.78,12,5,53.5
2024-07-22,133,117,16,87.97,9,1,53.6
2024-07-24,143,122,21,85.31,29,3,53.8
2024-07-27,92,64,28,69.57,13,0,53.9
2024-07-29,146,138,8,94.52,17,8,54.1
2024-07-30,122,109,13,89.34,13,3,54.3
2024-07-31,138,128,10,92.75,24,7,54.4
2024-08-03,164,150,14,91.46,9,1,54.6
2024-08-04,172,162,10,94.19,7,5,54.7
2024-08-06,115,89,26,77.39,8,2,54.9
2024-08-07,109,95,14,87.16,17,9,55.0
2024-08-08,154,135,19,87.66,21,5,55.2
2024-08-09,163,152,11,93.25,5,3,55.3
2024-08-10,170,145,25,85.29,26,5,55.5
2024-08-12,77,57,20,74.03,6,2,55.6
2024-08-14,79,70,9,88.61,27,0,55.8
2024-08-15,99,72,27,72.73,18,5,55.9
2024-08-16,95,69,26,72.63,27,1,56.1
2024-08-17,90,74,16,82.22,5,4,56.2
2024-08-19,119,94,25,78.99,25,7,56.4
2024-08-20,151,124,27,82.12,26,8,56.5
2024-08-23,83,73,10,87.95,11,3,56.7
2024-08-25,108,80,28,74.07,19,8,56.8
2024-08-28,114,90,24,78.95,27,5,57.0
2024-08-29,114,96,18,84.21,16,6,57.1
2024-08-30,119,105,14,88.24,19,9,57.3
2024-08-31,90,70,20,77.78,25,9,57.4
2024-09-02,153,136,17,88.89,19,0,57.6
2024-09-04,91,62,29,68.13,24,5,57.8
2024-09-05,167,138,29,82.63,9,7,57.9
2024-09-06,135,116,19,85.93,23,1,58.1
2024-09-08,148,133,15,89.86,25,3,58.2
2024-09-09,149,134,15,89.93,24,3,58.4
2024-09-12,77,48,29,62.34,14,6,58.5
2024-09-14,136,110,26,80.88,17,3,58.7
2024-09-17,167,153,14,91.62,28,2,58.8
2024-09-18,152,125,27,82.24,28,2,59.0
2024-09-19,98,81,17,82.65,15,9,59.1
2024-09-22,150,121,29,80.67,24,0,59.3
2024-09-24,122,96,26,78.69,21,9,59.4
2024-09-26,90,76,14,84.44,19,6,59.6
2024-09-28,96,76,20,79.17,25,6,59.7
2024-09-29,171,157,14,91.81,8,0,59.9
2024-10-01,89,83,6,93.26,8,2,60.0
2024-10-03,129,105,24,81.4,13,6,60.2
2024-10-05,124,116,8,93.55,14,2,60.3
2024-10-07,81,68,13,83.95,5,6,60.5
2024-10-09,135,128,7,94.81,7,4,60.6
2024-10-11,173,144,29,83.24,17,3,60.8
2024-10-13,115,107,8,93.04,5,8,61.0
2024-10-16,103,98,5,95.15,6,3,61.1
2024-10-18,124,110,14,88.71,5,1,61.3
2024-10-19,153,144,9,94.12,29,6,61.4
2024-10-22,137,120,17,87.59,23,2,61.6
2024-10-25,115,99,16,86.09,18,1,61.7
2024-10-28,96,87,9,90.62,7,0,61.9
2024-10-29,157,142,15,90.45,10,2,62.0
2024-10-31,118,90,28,76.27,8,5,62.2
2024-11-02,123,95,28,77.24,6,2,62.3
2024-11-05,145,124,21,85.52,11,3,62.5
2024-11-07,165,138,27,83.64,10,5,62.6
2024-11-08,144,125,19,86.81,11,7,62.8
2024-11-09,172,150,22,87.21,29,0,62.9
2024-11-11,158,141,17,89.24,27,2,63.1
2024-11-12,75,58,17,77.33,22,1,63.2
2024-11-13,80,72,8,90.0,15,8,63.4
2024-11-14,167,154,13,92.22,29,8,63.5
2024-11-16,88,66,22,75.0,21,9,63.7
2024-11-19,137,124,13,90.51,11,6,63.8
2024-11-21,140,135,5,96.43,6,5,64.0
2024-11-22,75,62,13,82.67,13,2,64.1
2024-11-24,158,149,9,94.3,13,5,64.3
2024-11-27,106,90,16,84.91,20,1,64.5
2024-11-30,153,133,20,86.93,6,4,64.6
2024-12-02,132,110,22,83.33,7,6,64.8
2024-12-03,162,137,25,84.57,28,3,64.9
2024-12-04,130,102,28,78.46,16,4,65.1
2024-12-05,131,110,21,83.97,12,1,65.2
2024-12-08,157,151,6,96.18,24,0,65.4
2024-12-09,80,64,16,80.0,20,8,65.5
2024-12-10,140,133,7,95.0,17,4,65.7
2024-12-13,164,142,22,86.59,10,3,65.8
2024-12-15,118,113,5,95.76,9,2,66.0
2024-12-16,112,104,8,92.86,11,8,66.1
2024-12-17,166,150,16,90.36,8,5,66.3
2024-12-20,157,152,5,96.82,26,2,66.4
2024-12-21,102,91,11,89.22,22,1,66.6
2024-12-22,78,60,18,76.92,15,5,66.7
2024-12-24,99,83,16,83.84,12,1,66.9
2024-12-25,108,81,27,75.0,8,1,67.0
2024-12-27,139,118,21,84.89,19,4,67.2
2024-12-28,135,124,11,91.85,9,7,67.3
2024-12-31,90,63,27,70.0,14,8,67.5
