date,module_name,covered_line_number,total_line_number,coverage_percentage
2024/02/12,m4,523,959,54.54
2024/02/12,m5,114,493,23.12
2024/02/12,m6,630,970,64.95
2024/02/13,m1,399,747,53.41
2024/02/13,m2,336,412,81.55
2024/02/13,m3,166,518,32.05
2024/02/13,m4,338,726,46.56
2024/02/13,m5,112,112,100.0
2024/02/13,m6,365,397,91.94
2024/02/14,m1,256,325,78.77
2024/02/14,m2,455,617,73.74
2024/02/14,m3,221,405,54.57
2024/02/14,m4,482,692,69.65
2024/02/14,m5,605,812,74.51
2024/02/14,m6,443,532,83.27
2024/02/15,m1,678,945,71.75
2024/02/15,m2,114,117,97.44
2024/02/15,m3,516,596,86.58
2024/02/15,m4,397,410,96.83
2024/02/15,m5,382,411,92.94
2024/02/15,m6,533,639,83.41
2024/02/16,m1,351,975,36.0
2024/02/16,m2,230,242,95.04
2024/02/16,m3,612,798,76.69
2024/02/16,m4,125,166,75.3
2024/02/16,m5,423,832,50.84
2024/02/16,m6,153,795,19.25
2024/02/17,m1,287,419,68.5
2024/02/17,m2,101,788,12.82
2024/02/17,m3,281,469,59.91
2024/02/17,m4,213,263,80.99
2024/02/17,m5,673,845,79.64
2024/02/17,m6,600,651,92.17
2024/02/18,m1,453,513,88.3
2024/02/18,m2,293,802,36.53
2024/02/18,m3,335,502,66.73
2024/02/18,m4,208,303,68.65
2024/02/18,m5,106,107,99.07
2024/02/18,m6,119,666,17.87
2024/02/19,m1,296,641,46.18
2024/02/19,m2,112,267,41.95
2024/02/19,m3,507,518,97.88
2024/02/19,m4,195,356,54.78
2024/02/19,m5,503,747,67.34
2024/02/19,m6,198,653,30.32
2024/02/20,m1,320,486,65.84
2024/02/20,m2,101,164,61.59
2024/02/20,m3,295,395,74.68
2024/02/20,m4,125,898,13.92
2024/02/20,m5,100,373,26.81
2024/02/20,m6,240,571,42.03
2024/02/21,m1,294,905,32.49
2024/02/21,m2,147,931,15.79
2024/02/21,m3,258,412,62.62
2024/02/21,m4,229,359,63.79
2024/02/21,m5,151,181,83.43
2024/02/21,m6,713,857,83.2
2024/02/22,m1,258,283,91.17
2024/02/22,m2,750,792,94.7
2024/02/22,m3,231,241,95.85
2024/02/22,m4,515,556,92.63
2024/02/22,m5,373,932,40.02
2024/02/22,m6,832,892,93.27
2024/02/23,m1,398,692,57.51
2024/02/23,m2,718,767,93.61
2024/02/23,m3,382,433,88.22
2024/02/23,m4,449,536,83.77
2024/02/23,m5,156,356,43.82
2024/02/23,m6,340,511,66.54
2024/02/24,m1,504,954,52.83
2024/02/24,m2,233,614,37.95
2024/02/24,m3,242,431,56.15
2024/02/24,m4,226,666,33.93
2024/02/24,m5,207,259,79.92
2024/02/24,m6,905,934,96.9
2024/02/25,m1,362,686,52.77
2024/02/25,m2,881,904,97.46
2024/02/25,m3,435,556,78.24
2024/02/25,m4,281,309,90.94
2024/02/25,m5,572,898,63.7
2024/02/25,m6,686,848,80.9
2024/02/26,m1,143,185,77.3
2024/02/26,m2,192,295,65.08
2024/02/26,m3,538,586,91.81
2024/02/26,m4,194,230,84.35
2024/02/26,m5,947,962,98.44
2024/02/26,m6,642,696,92.24
2024/02/27,m1,306,717,42.68
2024/02/27,m2,100,183,54.64
2024/02/27,m3,179,573,31.24
2024/02/27,m4,205,356,57.58
2024/02/27,m5,620,825,75.15
2024/02/27,m6,262,424,61.79
2024/02/28,m1,317,841,37.69
2024/02/28,m2,282,440,64.09
2024/02/28,m3,108,109,99.08
2024/02/28,m4,143,171,83.63
2024/02/28,m5,567,596,95.13
2024/02/28,m6,115,581,19.79
2024/02/29,m1,210,578,36.33
2024/02/29,m2,152,162,93.83
2024/02/29,m3,302,654,46.18
2024/02/29,m4,166,334,49.7
2024/02/29,m5,788,993,79.36
2024/02/29,m6,236,841,28.06
2024/03/01,m1,524,776,67.53
2024/03/01,m2,420,676,62.13
2024/03/01,m3,412,504,81.75
2024/03/01,m4,151,632,23.89
2024/03/01,m5,731,938,77.93
2024/03/01,m6,463,542,85.42
2024/03/02,m1,171,850,20.12
2024/03/02,m2,196,261,75.1
2024/03/02,m3,330,735,44.9
2024/03/02,m4,282,823,34.26
2024/03/02,m5,202,428,47.2
2024/03/02,m6,957,964,99.27
2024/03/03,m1,589,661,89.11
2024/03/03,m2,163,835,19.52
2024/03/03,m3,159,982,16.19
2024/03/03,m4,143,579,24.7
2024/03/03,m5,475,752,63.16
2024/03/03,m6,160,947,16.9
2024/03/04,m1,104,533,19.51
2024/03/04,m2,141,167,84.43
2024/03/04,m3,725,756,95.9
2024/03/04,m4,199,310,64.19
2024/03/04,m5,469,653,71.82
2024/03/04,m6,422,582,72.51
2024/03/05,m1,196,287,68.29
2024/03/05,m2,340,872,38.99
2024/03/05,m3,163,309,52.75
2024/03/05,m4,105,108,97.22
2024/03/05,m5,359,468,76.71
2024/03/05,m6,210,281,74.73
2024/03/06,m1,511,685,74.6
2024/03/06,m2,158,669,23.62
2024/03/06,m3,198,290,68.28
2024/03/06,m4,102,102,100.0
2024/03/06,m5,494,973,50.77
2024/03/06,m6,598,974,61.4
2024/03/07,m1,920,993,92.65
2024/03/07,m2,314,823,38.15
2024/03/07,m3,313,610,51.31
2024/03/07,m4,199,199,100.0
2024/03/07,m5,757,882,85.83
2024/03/07,m6,547,958,57.1
2024/03/08,m1,307,368,83.42
2024/03/08,m2,315,970,32.47
2024/03/08,m3,313,340,92.06
2024/03/08,m4,702,736,95.38
2024/03/08,m5,107,237,45.15
2024/03/08,m6,272,639,42.57
2024/03/09,m1,263,999,26.33
2024/03/09,m2,481,525,91.62
2024/03/09,m3,330,799,41.3
2024/03/09,m4,104,502,20.72
2024/03/09,m5,398,560,71.07
2024/03/09,m6,584,709,82.37
2024/03/10,m1,364,426,85.45
2024/03/10,m2,220,398,55.28
2024/03/10,m3,273,487,56.06
2024/03/10,m4,506,644,78.57
2024/03/10,m5,157,243,64.61
2024/03/10,m6,877,969,90.51
2024/03/11,m1,161,249,64.66
2024/03/11,m2,283,342,82.75
2024/03/11,m3,336,561,59.89
2024/03/11,m4,787,914,86.11
2024/03/11,m5,175,477,36.69
2024/03/11,m6,119,238,50.0
2024/03/12,m1,426,707,60.25
2024/03/12,m2,651,667,97.6
2024/03/12,m3,126,218,57.8
2024/03/12,m4,117,118,99.15
2024/03/12,m5,575,696,82.61
2024/03/12,m6,117,177,66.1
2024/03/13,m1,319,820,38.9
2024/03/13,m2,233,432,53.94
2024/03/13,m3,103,503,20.48
2024/03/13,m4,667,682,97.8
2024/03/13,m5,100,189,52.91
2024/03/13,m6,113,127,88.98
2024/03/14,m1,118,180,65.56
2024/03/14,m2,178,665,26.77
2024/03/14,m3,133,190,70.0
2024/03/14,m4,187,550,34.0
2024/03/14,m5,275,805,34.16
2024/03/14,m6,120,150,80.0
2024/03/15,m1,140,476,29.41
2024/03/15,m2,625,791,79.01
2024/03/15,m3,270,439,61.5
2024/03/15,m4,823,870,94.6
2024/03/15,m5,595,642,92.68
2024/03/15,m6,410,917,44.71
2024/03/16,m1,378,807,46.84
2024/03/16,m2,388,717,54.11
2024/03/16,m3,116,163,71.17
2024/03/16,m4,132,200,66.0
2024/03/16,m5,476,708,67.23
2024/03/16,m6,320,631,50.71
2024/03/17,m1,382,557,68.58
2024/03/17,m2,123,402,30.6
2024/03/17,m3,276,390,70.77
2024/03/17,m4,124,179,69.27
2024/03/17,m5,529,926,57.13
2024/03/17,m6,423,578,73.18
2024/03/18,m1,509,807,63.07
2024/03/18,m2,555,849,65.37
2024/03/18,m3,817,924,88.42
2024/03/18,m4,335,352,95.17
2024/03/18,m5,271,594,45.62
2024/03/18,m6,122,643,18.97
2024/03/19,m1,222,239,92.89
2024/03/19,m2,188,319,58.93
2024/03/19,m3,123,126,97.62
2024/03/19,m4,226,312,72.44
2024/03/19,m5,312,421,74.11
2024/03/19,m6,550,794,69.27
2024/03/20,m1,309,718,43.04
2024/03/20,m2,159,204,77.94
2024/03/20,m3,120,553,21.7
2024/03/20,m4,263,287,91.64
2024/03/20,m5,164,172,95.35
2024/03/20,m6,710,990,71.72
2024/03/21,m1,489,573,85.34
2024/03/21,m2,180,313,57.51
2024/03/21,m3,240,448,53.57
2024/03/21,m4,775,867,89.39
2024/03/21,m5,179,347,51.59
2024/03/21,m6,365,638,57.21
2024/03/22,m1,278,531,52.35
2024/03/22,m2,800,827,96.74
2024/03/22,m3,212,510,41.57
2024/03/22,m4,154,251,61.35
2024/03/22,m5,176,297,59.26
2024/03/22,m6,466,936,49.79
2024/03/23,m1,511,884,57.81
2024/03/23,m2,113,143,79.02
2024/03/23,m3,320,780,41.03
2024/03/23,m4,114,717,15.9
2024/03/23,m5,305,384,79.43
2024/03/23,m6,838,926,90.5
2024/03/24,m1,125,487,25.67
2024/03/24,m2,799,990,80.71
2024/03/24,m3,151,309,48.87
2024/03/24,m4,839,871,96.33
2024/03/24,m5,264,661,39.94
2024/03/24,m6,623,923,67.5
2024/03/25,m1,129,429,30.07
2024/03/25,m2,154,627,24.56
2024/03/25,m3,107,143,74.83
2024/03/25,m4,151,165,91.52
2024/03/25,m5,109,119,91.6
2024/03/25,m6,150,188,79.79
2024/03/26,m1,133,301,44.19
2024/03/26,m2,246,924,26.62
2024/03/26,m3,346,814,42.51
2024/03/26,m4,549,579,94.82
2024/03/26,m5,227,402,56.47
2024/03/26,m6,124,492,25.2
2024/03/27,m1,217,887,24.46
2024/03/27,m2,199,264,75.38
2024/03/27,m3,254,672,37.8
2024/03/27,m4,236,332,71.08
2024/03/27,m5,104,164,63.41
2024/03/27,m6,338,713,47.41
2024/03/28,m1,339,990,34.24
2024/03/28,m2,436,677,64.4
2024/03/28,m3,450,944,47.67
2024/03/28,m4,523,678,77.14
2024/03/28,m5,118,263,44.87
2024/03/28,m6,326,455,71.65
2024/03/29,m1,153,526,29.09
2024/03/29,m2,117,849,13.78
2024/03/29,m3,182,409,44.5
2024/03/29,m4,889,972,91.46
2024/03/29,m5,520,669,77.73
2024/03/29,m6,600,685,87.59
2024/03/30,m1,301,565,53.27
2024/03/30,m2,702,936,75.0
2024/03/30,m3,130,639,20.34
2024/03/30,m4,478,600,79.67
2024/03/30,m5,163,378,43.12
2024/03/30,m6,381,476,80.04
2024/03/31,m1,122,225,54.22
2024/03/31,m2,169,312,54.17
2024/03/31,m3,241,707,34.09
2024/03/31,m4,291,367,79.29
2024/03/31,m5,116,189,61.38
2024/03/31,m6,184,247,74.49
2024/04/01,m1,232,487,47.64
2024/04/01,m2,357,664,53.77
2024/04/01,m3,434,982,44.2
2024/04/01,m4,152,502,30.28
2024/04/01,m5,590,820,71.95
2024/04/01,m6,372,692,53.76
2024/04/02,m1,140,218,64.22
2024/04/02,m2,134,153,87.58
2024/04/02,m3,101,103,98.06
2024/04/02,m4,156,474,32.91
2024/04/02,m5,103,104,99.04
2024/04/02,m6,109,222,49.1
2024/04/03,m1,467,576,81.08
2024/04/03,m2,221,262,84.35
2024/04/03,m3,269,869,30.96
2024/04/03,m4,223,363,61.43
2024/04/03,m5,343,850,40.35
2024/04/03,m6,742,898,82.63
2024/04/04,m1,433,657,65.91
2024/04/04,m2,259,272,95.22
2024/04/04,m3,819,915,89.51
2024/04/04,m4,619,619,100.0
2024/04/04,m5,276,443,62.3
2024/04/04,m6,339,708,47.88
2024/04/05,m1,305,611,49.92
2024/04/05,m2,289,720,40.14
2024/04/05,m3,153,292,52.4
2024/04/05,m4,123,254,48.43
2024/04/05,m5,112,723,15.49
2024/04/05,m6,312,816,38.24
2024/04/06,m1,122,833,14.65
2024/04/06,m2,521,610,85.41
2024/04/06,m3,190,973,19.53
2024/04/06,m4,268,607,44.15
2024/04/06,m5,131,137,95.62
2024/04/06,m6,481,955,50.37
2024/04/07,m1,289,455,63.52
2024/04/07,m2,418,473,88.37
2024/04/07,m3,843,983,85.76
2024/04/07,m4,236,266,88.72
2024/04/07,m5,378,905,41.77
2024/04/07,m6,285,946,30.13
2024/04/08,m1,501,887,56.48
2024/04/08,m2,695,808,86.01
2024/04/08,m3,108,515,20.97
2024/04/08,m4,168,175,96.0
2024/04/08,m5,212,237,89.45
2024/04/08,m6,146,162,90.12
2024/04/09,m1,132,263,50.19
2024/04/09,m2,544,643,84.6
2024/04/09,m3,172,737,23.34
2024/04/09,m4,259,271,95.57
2024/04/09,m5,250,300,83.33
2024/04/09,m6,141,141,100.0
2024/04/10,m1,207,296,69.93
2024/04/10,m2,580,877,66.13
2024/04/10,m3,155,378,41.01
2024/04/10,m4,444,739,60.08
2024/04/10,m5,998,998,100.0
2024/04/10,m6,669,834,80.22
2024/04/11,m1,465,586,79.35
2024/04/11,m2,436,511,85.32
2024/04/11,m3,108,306,35.29
2024/04/11,m4,815,857,95.1
2024/04/11,m5,713,833,85.59
2024/04/11,m6,143,371,38.54
2024/04/12,m1,367,464,79.09
2024/04/12,m2,574,781,73.5
2024/04/12,m3,181,525,34.48
2024/04/12,m4,217,229,94.76
2024/04/12,m5,287,459,62.53
2024/04/12,m6,154,430,35.81
2024/04/13,m1,812,828,98.07
2024/04/13,m2,353,477,74.0
2024/04/13,m3,492,531,92.66
2024/04/13,m4,302,429,70.4
2024/04/13,m5,206,289,71.28
2024/04/13,m6,153,155,98.71
2024/04/14,m1,159,270,58.89
2024/04/14,m2,336,623,53.93
2024/04/14,m3,238,933,25.51
2024/04/14,m4,330,981,33.64
2024/04/14,m5,333,412,80.83
2024/04/14,m6,345,380,90.79
2024/04/15,m1,105,426,24.65
2024/04/15,m2,639,689,92.74
2024/04/15,m3,213,684,31.14
2024/04/15,m4,201,909,22.11
2024/04/15,m5,101,199,50.75
2024/04/15,m6,218,661,32.98
2024/04/16,m1,205,420,48.81
2024/04/16,m2,346,525,65.9
2024/04/16,m3,205,602,34.05
2024/04/16,m4,609,636,95.75
2024/04/16,m5,139,164,84.76
2024/04/16,m6,172,695,24.75
2024/04/17,m1,765,821,93.18
2024/04/17,m2,300,661,45.39
2024/04/17,m3,116,116,100.0
2024/04/17,m4,158,176,89.77
2024/04/17,m5,212,450,47.11
2024/04/17,m6,140,518,27.03
2024/04/18,m1,216,895,24.13
2024/04/18,m2,117,213,54.93
2024/04/18,m3,223,530,42.08
2024/04/18,m4,316,401,78.8
2024/04/18,m5,120,947,12.67
2024/04/18,m6,173,324,53.4
2024/04/19,m1,152,162,93.83
2024/04/19,m2,379,728,52.06
2024/04/19,m3,123,279,44.09
2024/04/19,m4,111,167,66.47
2024/04/19,m5,460,911,50.49
2024/04/19,m6,322,570,56.49
2024/04/20,m1,206,467,44.11
2024/04/20,m2,115,119,96.64
2024/04/20,m3,375,738,50.81
2024/04/20,m4,203,304,66.78
2024/04/20,m5,244,337,72.4
2024/04/20,m6,377,585,64.44
2024/04/21,m1,566,950,59.58
2024/04/21,m2,559,844,66.23
2024/04/21,m3,402,539,74.58
2024/04/21,m4,223,270,82.59
2024/04/21,m5,501,824,60.8
2024/04/21,m6,102,815,12.52
2024/04/22,m1,119,159,74.84
2024/04/22,m2,713,752,94.81
2024/04/22,m3,449,633,70.93
2024/04/22,m4,165,212,77.83
2024/04/22,m5,655,708,92.51
2024/04/22,m6,327,351,93.16
2024/04/23,m1,267,908,29.41
2024/04/23,m2,169,316,53.48
2024/04/23,m3,824,968,85.12
2024/04/23,m4,267,475,56.21
2024/04/23,m5,102,786,12.98
2024/04/23,m6,449,750,59.87
2024/04/24,m1,355,671,52.91
2024/04/24,m2,489,525,93.14
2024/04/24,m3,269,339,79.35
2024/04/24,m4,442,957,46.19
2024/04/24,m5,117,527,22.2
2024/04/24,m6,273,741,36.84
2024/04/25,m1,933,981,95.11
2024/04/25,m2,970,987,98.28
2024/04/25,m3,537,718,74.79
2024/04/25,m4,364,480,75.83
2024/04/25,m5,243,571,42.56
2024/04/25,m6,116,405,28.64
2024/04/26,m1,536,676,79.29
2024/04/26,m2,133,201,66.17
2024/04/26,m3,300,772,38.86
2024/04/26,m4,302,329,91.79
2024/04/26,m5,304,623,48.8
2024/04/26,m6,194,442,43.89
2024/04/27,m1,167,208,80.29
2024/04/27,m2,944,989,95.45
2024/04/27,m3,893,903,98.89
2024/04/27,m4,239,651,36.71
2024/04/27,m5,368,394,93.4
2024/04/27,m6,135,262,51.53
2024/04/28,m1,758,776,97.68
2024/04/28,m2,188,720,26.11
2024/04/28,m3,165,429,38.46
2024/04/28,m4,102,160,63.75
2024/04/28,m5,226,345,65.51
2024/04/28,m6,897,899,99.78
2024/04/29,m1,602,704,85.51
2024/04/29,m2,763,941,81.08
2024/04/29,m3,138,179,77.09
2024/04/29,m4,486,765,63.53
2024/04/29,m5,340,733,46.38
2024/04/29,m6,517,850,60.82
2024/04/30,m1,165,166,99.4
2024/04/30,m2,222,998,22.24
2024/04/30,m3,172,850,20.24
2024/04/30,m4,622,828,75.12
2024/04/30,m5,141,434,32.49
2024/04/30,m6,139,938,14.82
2024/05/01,m1,172,183,93.99
2024/05/01,m2,195,207,94.2
2024/05/01,m3,135,347,38.9
2024/05/01,m4,262,823,31.83
2024/05/01,m5,103,134,76.87
2024/05/01,m6,139,151,92.05
2024/05/02,m1,331,919,36.02
2024/05/02,m2,559,926,60.37
2024/05/02,m3,126,165,76.36
2024/05/02,m4,289,683,42.31
2024/05/02,m5,248,555,44.68
2024/05/02,m6,189,524,36.07
2024/05/03,m1,105,763,13.76
2024/05/03,m2,234,794,29.47
2024/05/03,m3,349,357,97.76
2024/05/03,m4,640,677,94.53
2024/05/03,m5,117,144,81.25
2024/05/03,m6,326,384,84.9
2024/05/04,m1,251,368,68.21
2024/05/04,m2,246,402,61.19
2024/05/04,m3,166,251,66.14
2024/05/04,m4,233,239,97.49
2024/05/04,m5,153,609,25.12
2024/05/04,m6,219,381,57.48
2024/05/05,m1,258,531,48.59
2024/05/05,m2,119,477,24.95
2024/05/05,m3,232,254,91.34
2024/05/05,m4,596,609,97.87
2024/05/05,m5,721,946,76.22
2024/05/05,m6,374,400,93.5
2024/05/06,m1,151,916,16.48
2024/05/06,m2,261,277,94.22
2024/05/06,m3,139,832,16.71
2024/05/06,m4,724,889,81.44
2024/05/06,m5,568,794,71.54
2024/05/06,m6,441,785,56.18
2024/05/07,m1,319,533,59.85
2024/05/07,m2,252,352,71.59
2024/05/07,m3,721,820,87.93
2024/05/07,m4,572,827,69.17
2024/05/07,m5,232,362,64.09
2024/05/07,m6,142,322,44.1
2024/05/08,m1,105,110,95.45
2024/05/08,m2,545,789,69.07
2024/05/08,m3,928,933,99.46
2024/05/08,m4,357,486,73.46
2024/05/08,m5,114,146,78.08
2024/05/08,m6,319,471,67.73
2024/05/09,m1,184,787,23.38
2024/05/09,m2,107,205,52.2
2024/05/09,m3,183,520,35.19
2024/05/09,m4,102,110,92.73
2024/05/09,m5,166,595,27.9
2024/05/09,m6,470,693,67.82
2024/05/10,m1,246,871,28.24
2024/05/10,m2,140,417,33.57
2024/05/10,m3,288,319,90.28
2024/05/10,m4,416,868,47.93
2024/05/10,m5,490,679,72.16
2024/05/10,m6,113,113,100.0
2024/05/11,m1,260,342,76.02
2024/05/11,m2,148,970,15.26
2024/05/11,m3,121,129,93.8
2024/05/11,m4,524,723,72.48
2024/05/11,m5,190,633,30.02
2024/05/11,m6,182,272,66.91
2024/05/12,m1,292,376,77.66
2024/05/12,m2,456,475,96.0
2024/05/12,m3,168,420,40.0
2024/05/12,m4,459,889,51.63
2024/05/12,m5,253,287,88.15
2024/05/12,m6,439,871,50.4
2024/05/13,m1,575,930,61.83
2024/05/13,m2,412,491,83.91
2024/05/13,m3,404,971,41.61
2024/05/13,m4,279,360,77.5
2024/05/13,m5,183,273,67.03
2024/05/13,m6,311,554,56.14
2024/05/14,m1,301,928,32.44
2024/05/14,m2,137,139,98.56
2024/05/14,m3,130,418,31.1
2024/05/14,m4,713,888,80.29
2024/05/14,m5,118,152,77.63
2024/05/14,m6,187,865,21.62
2024/05/15,m1,340,441,77.1
2024/05/15,m2,577,732,78.83
2024/05/15,m3,142,370,38.38
2024/05/15,m4,103,108,95.37
2024/05/15,m5,187,488,38.32
2024/05/15,m6,534,693,77.06
2024/05/16,m1,280,849,32.98
2024/05/16,m2,110,127,86.61
2024/05/16,m3,241,654,36.85
2024/05/16,m4,541,913,59.26
2024/05/16,m5,222,725,30.62
2024/05/16,m6,207,597,34.67
2024/05/17,m1,126,852,14.79
2024/05/17,m2,533,766,69.58
2024/05/17,m3,138,544,25.37
2024/05/17,m4,264,889,29.7
2024/05/17,m5,130,947,13.73
2024/05/17,m6,198,912,21.71
2024/05/18,m1,133,179,74.3
2024/05/18,m2,437,681,64.17
2024/05/18,m3,356,847,42.03
2024/05/18,m4,242,245,98.78
2024/05/18,m5,271,477,56.81
2024/05/18,m6,278,286,97.2
2024/05/19,m1,201,256,78.52
2024/05/19,m2,147,620,23.71
2024/05/19,m3,746,955,78.12
2024/05/19,m4,914,966,94.62
2024/05/19,m5,207,401,51.62
2024/05/19,m6,128,634,20.19
2024/05/20,m1,178,180,98.89
2024/05/20,m2,328,509,64.44
2024/05/20,m3,452,544,83.09
2024/05/20,m4,451,634,71.14
2024/05/20,m5,199,351,56.7
2024/05/20,m6,387,554,69.86
2024/05/21,m1,213,454,46.92
2024/05/21,m2,196,231,84.85
2024/05/21,m3,308,780,39.49
2024/05/21,m4,768,906,84.77
2024/05/21,m5,131,425,30.82
2024/05/21,m6,105,840,12.5
2024/05/22,m1,291,374,77.81
2024/05/22,m2,555,610,90.98
2024/05/22,m3,260,808,32.18
2024/05/22,m4,196,589,33.28
2024/05/22,m5,219,759,28.85
2024/05/22,m6,561,571,98.25
2024/05/23,m1,101,101,100.0
2024/05/23,m2,433,433,100.0
2024/05/23,m3,265,535,49.53
2024/05/23,m4,525,667,78.71
2024/05/23,m5,121,150,80.67
2024/05/23,m6,247,584,42.29
2024/05/24,m1,417,442,94.34
2024/05/24,m2,364,807,45.11
2024/05/24,m3,794,926,85.75
2024/05/24,m4,115,268,42.91
2024/05/24,m5,251,286,87.76
2024/05/24,m6,205,208,98.56
2024/05/25,m1,241,650,37.08
2024/05/25,m2,350,545,64.22
2024/05/25,m3,947,995,95.18
2024/05/25,m4,447,588,76.02
2024/05/25,m5,651,795,81.89
2024/05/25,m6,314,906,34.66
2024/05/26,m1,118,822,14.36
2024/05/26,m2,227,400,56.75
2024/05/26,m3,752,833,90.28
2024/05/26,m4,135,182,74.18
2024/05/26,m5,224,769,29.13
2024/05/26,m6,689,753,91.5
2024/05/27,m1,314,877,35.8
2024/05/27,m2,172,172,100.0
2024/05/27,m3,813,863,94.21
2024/05/27,m4,931,970,95.98
2024/05/27,m5,299,586,51.02
2024/05/27,m6,243,816,29.78
2024/05/28,m1,637,911,69.92
2024/05/28,m2,207,719,28.79
2024/05/28,m3,966,966,100.0
2024/05/28,m4,535,833,64.23
2024/05/28,m5,411,496,82.86
2024/05/28,m6,323,412,78.4
2024/05/29,m1,510,627,81.34
2024/05/29,m2,429,518,82.82
2024/05/29,m3,364,610,59.67
2024/05/29,m4,196,602,32.56
2024/05/29,m5,406,513,79.14
2024/05/29,m6,326,513,63.55
2024/05/30,m1,282,514,54.86
2024/05/30,m2,111,709,15.66
2024/05/30,m3,536,917,58.45
2024/05/30,m4,503,875,57.49
2024/05/30,m5,124,332,37.35
2024/05/30,m6,407,705,57.73
2024/05/31,m1,224,583,38.42
2024/05/31,m2,100,217,46.08
2024/05/31,m3,228,400,57.0
2024/05/31,m4,331,651,50.84
2024/05/31,m5,364,688,52.91
2024/05/31,m6,651,848,76.77
2024/06/01,m1,293,528,55.49
2024/06/01,m2,180,249,72.29
2024/06/01,m3,211,323,65.33
2024/06/01,m4,102,319,31.97
2024/06/01,m5,842,861,97.79
2024/06/01,m6,139,174,79.89
2024/06/02,m1,173,630,27.46
2024/06/02,m2,677,858,78.9
2024/06/02,m3,248,714,34.73
2024/06/02,m4,201,404,49.75
2024/06/02,m5,596,932,63.95
2024/06/02,m6,281,644,43.63
2024/06/03,m1,351,885,39.66
2024/06/03,m2,777,911,85.29
2024/06/03,m3,153,273,56.04
2024/06/03,m4,493,603,81.76
2024/06/03,m5,649,948,68.46
2024/06/03,m6,204,518,39.38
2024/06/04,m1,384,471,81.53
2024/06/04,m2,308,799,38.55
2024/06/04,m3,141,572,24.65
2024/06/04,m4,270,669,40.36
2024/06/04,m5,124,788,15.74
2024/06/04,m6,186,480,38.75
2024/06/05,m1,283,409,69.19
2024/06/05,m2,143,348,41.09
2024/06/05,m3,100,112,89.29
2024/06/05,m4,198,380,52.11
2024/06/05,m5,484,545,88.81
2024/06/05,m6,370,726,50.96
2024/06/06,m1,201,729,27.57
2024/06/06,m2,201,676,29.73
2024/06/06,m3,233,559,41.68
2024/06/06,m4,307,521,58.93
2024/06/06,m5,533,864,61.69
2024/06/06,m6,200,373,53.62
2024/06/07,m1,202,223,90.58
2024/06/07,m2,291,382,76.18
2024/06/07,m3,208,557,37.34
2024/06/07,m4,370,563,65.72
2024/06/07,m5,311,378,82.28
2024/06/07,m6,467,566,82.51
2024/06/08,m1,179,281,63.7
2024/06/08,m2,483,572,84.44
2024/06/08,m3,210,219,95.89
2024/06/08,m4,604,906,66.67
2024/06/08,m5,295,615,47.97
2024/06/08,m6,493,537,91.81
