Date,Test_Executed,Test_Passed,Test_Failed,Pass_Rate(%),Open_Bugs,Critical_Bugs,Code_Coverage
2024-03-27,87,72,15,82.76,8,6,31.5
2024-03-29,59,50,9,84.75,16,8,31.7
2024-03-31,88,65,23,73.86,19,9,31.8
2024-04-01,86,71,15,82.56,20,3,32.0
2024-04-04,107,96,11,89.72,15,8,32.2
2024-04-05,104,88,16,84.62,18,9,32.3
2024-04-07,114,86,28,75.44,26,8,32.5
2024-04-10,74,48,26,64.86,22,4,32.7
2024-04-11,75,47,28,62.67,11,9,32.8
2024-04-12,96,85,11,88.54,5,6,33.0
2024-04-13,88,80,8,90.91,29,9,33.2
2024-04-14,90,78,12,86.67,24,5,33.3
2024-04-16,90,72,18,80.0,7,3,33.5
2024-04-18,100,92,8,92.0,27,0,33.7
2024-04-21,51,41,10,80.39,5,0,33.8
2024-04-22,83,63,20,75.9,23,5,34.0
2024-04-23,147,132,15,89.8,9,8,34.2
2024-04-26,99,85,14,85.86,10,4,34.3
2024-04-28,70,49,21,70.0,29,0,34.5
2024-04-30,134,108,26,80.6,12,5,34.7
2024-05-02,73,48,25,65.75,13,5,34.8
2024-05-03,72,51,21,70.83,17,4,35.0
2024-05-05,110,81,29,73.64,18,7,35.2
2024-05-07,142,131,11,92.25,17,3,35.3
2024-05-08,113,86,27,76.11,6,5,35.5
2024-05-11,95,73,22,76.84,22,0,35.7
2024-05-14,113,103,10,91.15,9,7,35.8
2024-05-15,86,76,10,88.37,8,6,36.0
2024-05-16,100,93,7,93.0,22,8,36.2
2024-05-17,80,56,24,70.0,19,4,36.3
2024-05-20,115,94,21,81.74,5,3,36.5
2024-05-23,62,48,14,77.42,21,7,36.7
2024-05-24,137,108,29,78.83,22,0,36.8
2024-05-26,61,47,14,77.05,20,1,37.0
2024-05-28,141,130,11,92.2,24,0,37.2
2024-05-31,100,72,28,72.0,29,5,37.3
2024-06-03,100,75,25,75.0,11,5,37.5
2024-06-05,144,134,10,93.06,11,7,37.7
2024-06-06,125,120,5,96.0,13,4,37.8
2024-06-07,94,70,24,74.47,12,9,38.0
2024-06-09,53,28,25,52.83,25,4,38.2
2024-06-12,145,132,13,91.03,26,8,38.3
2024-06-14,139,118,21,84.89,10,7,38.5
2024-06-17,136,115,21,84.56,11,2,38.7
2024-06-18,65,39,26,60.0,15,9,38.8
2024-06-19,145,129,16,88.97,24,2,39.0
2024-06-22,148,131,17,88.51,27,9,39.2
2024-06-25,140,116,24,82.86,23,9,39.3
2024-06-26,69,58,11,84.06,14,2,39.5
2024-06-28,127,117,10,92.13,20,6,39.7
2024-06-30,64,50,14,78.12,19,9,39.8
2024-07-01,60,43,17,71.67,29,9,40.0
2024-07-03,87,78,9,89.66,16,9,40.2
2024-07-05,53,28,25,52.83,12,7,40.3
2024-07-06,86,78,8,90.7,10,1,40.5
2024-07-09,53,45,8,84.91,6,3,40.7
2024-07-11,147,135,12,91.84,23,4,40.8
2024-07-13,62,36,26,58.06,6,7,41.0
2024-07-15,58,33,25,56.9,23,8,41.2
2024-07-17,70,51,19,72.86,26,4,41.3
2024-07-19,98,80,18,81.63,28,6,41.5
2024-07-22,101,83,18,82.18,12,8,41.7
2024-07-23,110,89,21,80.91,15,8,41.8
2024-07-26,68,52,16,76.47,12,1,42.0
2024-07-29,95,74,21,77.89,27,8,42.2
2024-08-01,57,32,25,56.14,13,3,42.3
2024-08-04,122,93,29,76.23,15,3,42.5
2024-08-07,92,83,9,90.22,29,2,42.7
2024-08-09,85,67,18,78.82,28,1,42.8
2024-08-11,56,40,16,71.43,14,5,43.0
2024-08-14,115,96,19,83.48,21,7,43.2
2024-08-17,136,114,22,83.82,27,5,43.3
2024-08-19,74,48,26,64.86,29,7,43.5
2024-08-21,114,85,29,74.56,20,1,43.7
2024-08-23,98,91,7,92.86,26,1,43.8
2024-08-24,56,37,19,66.07,7,6,44.0
2024-08-25,115,100,15,86.96,18,8,44.2
2024-08-28,92,78,14,84.78,7,4,44.3
2024-08-30,80,54,26,67.5,19,4,44.5
2024-09-02,130,108,22,83.08,20,8,44.7
2024-09-05,122,104,18,85.25,23,8,44.8
2024-09-08,62,33,29,53.23,12,0,45.0
2024-09-11,123,103,20,83.74,26,0,45.2
2024-09-12,130,118,12,90.77,27,2,45.3
2024-09-15,69,49,20,71.01,15,5,45.5
2024-09-16,83,56,27,67.47,12,0,45.7
2024-09-19,99,90,9,90.91,19,2,45.8
2024-09-20,141,120,21,85.11,11,6,46.0
2024-09-22,147,122,25,82.99,16,1,46.2
2024-09-23,75,70,5,93.33,19,3,46.3
2024-09-26,84,58,26,69.05,9,6,46.5
2024-09-28,107,82,25,76.64,22,3,46.7
2024-09-29,125,120,5,96.0,22,8,46.8
2024-10-02,77,48,29,62.34,18,1,47.0
2024-10-05,91,63,28,69.23,18,3,47.2
2024-10-06,111,101,10,90.99,26,4,47.3
2024-10-09,105,87,18,82.86,28,5,47.5
2024-10-12,146,123,23,84.25,5,9,47.7
2024-10-13,119,98,21,82.35,5,3,47.8
2024-10-14,88,66,22,75.0,22,4,48.0
2024-10-15,96,91,5,94.79,9,6,48.2
2024-10-17,55,43,12,78.18,24,3,48.3
2024-10-20,144,116,28,80.56,28,4,48.5
2024-10-21,59,33,26,55.93,18,0,48.7
2024-10-23,63,46,17,73.02,21,7,48.8
2024-10-24,84,68,16,80.95,14,8,49.0
2024-10-26,122,114,8,93.44,12,4,49.2
2024-10-29,63,58,5,92.06,7,6,49.3
2024-10-30,129,122,7,94.57,8,5,49.5
2024-10-31,56,36,20,64.29,6,7,49.7
2024-11-03,84,65,19,77.38,29,4,49.8
2024-11-04,113,105,8,92.92,8,7,50.0
2024-11-06,149,126,23,84.56,29,4,50.2
2024-11-07,130,114,16,87.69,20,6,50.3
2024-11-08,95,81,14,85.26,23,0,50.5
2024-11-09,73,62,11,84.93,14,9,50.7
2024-11-12,77,58,19,75.32,14,7,50.8
2024-11-13,113,95,18,84.07,26,7,51.0
2024-11-15,128,109,19,85.16,11,9,51.2
2024-11-16,124,118,6,95.16,23,5,51.3
2024-11-18,108,84,24,77.78,11,5,51.5
2024-11-21,71,50,21,70.42,5,0,51.7
2024-11-22,114,99,15,86.84,22,5,51.8
2024-11-25,81,52,29,64.2,6,3,52.0
2024-11-28,97,69,28,71.13,6,9,52.2
2024-11-30,115,96,19,83.48,10,5,52.3
2024-12-02,81,65,16,80.25,18,0,52.5
2024-12-05,80,62,18,77.5,17,0,52.7
2024-12-07,75,55,20,73.33,18,5,52.8
2024-12-08,128,102,26,79.69,23,6,53.0
2024-12-09,126,109,17,86.51,20,2,53.2
2024-12-12,148,141,7,95.27,5,5,53.3
2024-12-13,71,46,25,64.79,29,2,53.5
2024-12-16,133,123,10,92.48,24,2,53.7
2024-12-17,70,65,5,92.86,14,5,53.8
2024-12-20,141,122,19,86.52,17,9,54.0
2024-12-22,127,120,7,94.49,26,2,54.2
2024-12-23,58,30,28,51.72,16,1,54.3
2024-12-25,52,26,26,50.0,14,1,54.5
2024-12-27,121,109,12,90.08,7,1,54.7
2024-12-30,99,83,16,83.84,26,8,54.8
2024-12-31,133,117,16,87.97,10,5,55.0
